Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
ERR4757837_trimmed_1.fastq.gz	GCF_005404945.1_ASM540494v1_genomic.fa	21.3711	26.5893	99.73	30.000	NA-NA	HIGH	NA-NA	30	33.053	11619/12634	99.73	165	GCF_005404945.1_ASM540494v1_genomic_NZ_BJDG01000001.1 Lactiplantibacillus pingfangensis strain 382-1 contig1, whole genome shotgun sequence
ERR4757837_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602150__bin.9.fa	19.9463	19.8339	98.17	28.000	NA-NA	HIGH	NA-NA	28	28.092	5661/10040	98.17	81	NODE_36_length_112572_cov_15.0000_ID_47355
ERR4757837_trimmed_1.fastq.gz	MortensenS_xxxx__WK062-2-G-48h-05H5_S120__bin.3.fa	17.0968	21.4044	98.78	24.000	NA-NA	HIGH	NA-NA	24	24.253	8433/12346	98.78	52	WK062-2-G-48h-05H5_S120_k141_82
ERR4757837_trimmed_1.fastq.gz	LeechJ_2020__ERS3967722__bin.12.fa	11.3979	5.3994	100.00	16.000	NA-NA	HIGH	NA-NA	16	16.292	4924/4924	100.00	0	ERS3967722_k141_2919
ERR4757837_trimmed_1.fastq.gz	LeechJ_2020__ERS3967722__bin.6.fa	8.5187	4.9018	100.00	11.958	NA-NA	HIGH	NA-NA	12	11.958	5758/5760	100.00	1	ERS3967722_k141_466
ERR4757837_trimmed_1.fastq.gz	LeechJ_2020__ERS3967703__bin.6.fa	4.5528	3.5668	99.98	6.391	NA-NA	HIGH	NA-NA	6	6.391	7860/7915	99.98	0	ERS3967703_k141_852
ERR4757837_trimmed_1.fastq.gz	G_517_1B_acetobacter_assembly.fa	4.0610	5.6601	99.03	5.701	NA-NA	HIGH	NA-NA	6	5.701	10266/13900	99.03	11	NODE_1_length_1360871_cov_112.916474
ERR4757837_trimmed_1.fastq.gz	LeechJ_2020__ERS3967706__bin.3.fa	3.2542	3.0592	99.94	4.568	NA-NA	HIGH	NA-NA	4	4.568	9322/9505	99.94	0	ERS3967706_k141_98
ERR4757837_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	2.4128	2.1343	99.44	3.387	NA-NA	HIGH	NA-NA	3	3.387	7458/8865	99.44	29	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome
ERR4757837_trimmed_1.fastq.gz	LeechJ_2020__ERS3967711__bin.14.fa	1.1105	0.8079	99.81	1.559	99.72-99.88	1.559	1.47-1.65	2	2.205	5363/7200	99.05	0	ERS3967711_k141_542
ERR4757837_trimmed_1.fastq.gz	MAG_116.fa	0.9595	0.4687	98.48	1.347	98.30-98.62	1.347	1.25-1.47	2	1.914	2152/4679	97.53	61	MAG_116_0
ERR4757837_trimmed_1.fastq.gz	MortensenS_xxxx__WK023-1-L-48h-02G3_S117__bin.1.fa	0.8970	0.7711	96.57	1.259	96.39-96.74	1.259	1.15-1.39	2	1.927	2103/8642	95.54	1393	WK023-1-L-48h-02G3_S117_k141_1117
ERR4757837_trimmed_1.fastq.gz	MortensenS_xxxx__WK004-2-L-48h-01G7_S40__bin.2.fa	0.6158	0.8484	99.25	0.864	99.13-99.37	0.864	0.82-0.91	1	1.578	6345/13831	97.52	0	WK004-2-L-48h-01G7_S40_k141_114
ERR4757837_trimmed_1.fastq.gz	GCF_000831645.3_ASM83164v3_genomic.fa	0.5788	0.6940	97.90	0.813	97.71-98.05	0.813	0.76-0.88	1	1.804	3321/11507	96.07	6	GCF_000831645.3_ASM83164v3_genomic_NZ_CP012559.1 Companilactobacillus heilongjiangensis strain DSM 28069 chromosome, complete genome
ERR4757837_trimmed_1.fastq.gz	FontanaF_2023__SRR20746951__bin.4.fa	0.5712	0.6906	98.91	0.802	98.77-99.05	0.802	0.75-0.85	1	1.486	4753/12064	97.04	12	NODE_1_length_333540_cov_36.9994_ID_1661
ERR4757837_trimmed_1.fastq.gz	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072.fa	0.5220	0.4559	99.10	0.733	98.95-99.28	0.733	0.68-0.78	1	1.449	3380/8532	97.06	16	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072_NZ_CP025136.1 Lactobacillus sakei strain WiKim0072 chromosome, complete genome
ERR4757837_trimmed_1.fastq.gz	LandisEA_2021__SRS5653155__bin.1.fa	0.4881	0.5217	99.69	0.685	99.54-99.87	0.685	0.64-0.72	1	1.421	4825/10655	97.48	2	SRS5653155_k141_354
ERR4757837_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	0.4574	0.6116	98.93	0.642	98.78-99.10	0.642	0.60-0.69	1	1.382	4640/13589	96.59	95	NODE_1_length_274429_cov_22.9992_ID_7781
ERR4757837_trimmed_1.fastq.gz	G_275_3_oxydans_assembly.fa	0.2785	0.3897	97.30	0.391	97.04-97.63	0.391	0.35-0.43	1	1.432	1965/14059	93.85	47	NODE_1_length_274614_cov_115.168622
ERR4757837_trimmed_1.fastq.gz	MASTER_WP4_UNINA_1__CF008_71775__bin.11.fa	0.0968	0.0737	96.78	0.136	95.72-97.88	0.136	0.09-0.19	1	1.244	352/7588	90.57	187	CF008_71775_k141_1942
ERR4757837_trimmed_1.fastq.gz	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897.fa	0.0946	0.0962	98.53	0.133	97.84-99.14	0.133	0.11-0.16	1	1.099	800/10183	92.12	11	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897_NZ_LISZ01000065.1 Lactococcus lactis subsp. cremoris strain LMG6897 contig_0, whole genome shotgun sequence
ERR4757837_trimmed_1.fastq.gz	GCF_001434135.1_ASM143413v1_genomic.fa	0.0920	0.1189	97.86	0.129	97.06-98.80	0.129	0.09-0.17	1	1.054	905/12866	91.79	89	GCF_001434135.1_ASM143413v1_genomic_NZ_AZEB01000001.1 Lentilactobacillus kisonensis DSM 19906 = JCM 15041 strain DSM 19906 Scaffold1, whole genome shotgun sequence
ERR4757837_trimmed_1.fastq.gz	MAG_15.fa	0.0793	0.0897	98.81	0.111	98.05-99.53	0.111	0.09-0.14	1	1.079	824/11359	91.89	26	MAG_15_0
ERR4757837_trimmed_1.fastq.gz	GCF_020510245.1_ASM2051024v1_genomic.fa	0.0773	0.0629	96.57	0.109	95.27-98.25	0.109	0.06-0.16	1	1.080	301/7959	89.97	24	GCF_020510245.1_ASM2051024v1_genomic_NZ_CP084701.1 Oenococcus oeni strain AWRIB429 chromosome, complete genome
ERR4757837_trimmed_1.fastq.gz	OlgaP_2019__SRR11910536__bin.9.fa	0.0710	0.0892	98.65	0.100	97.66-99.29	0.100	0.08-0.14	1	1.058	781/12525	91.44	42	NODE_1_length_334456_cov_667.9880_ID_365
ERR4757837_trimmed_1.fastq.gz	LeechJ_2020__ERS3967741__bin.9.fa	0.0698	0.0556	99.84	0.098	99.10-100.75	0.098	0.07-0.12	1	1.190	711/7988	92.49	0	ERS3967741_k141_666
ERR4757837_trimmed_1.fastq.gz	GCF_019656055.1_ASM1965605v1_genomic.fa	0.0697	0.0573	98.66	0.098	97.73-99.83	0.098	0.06-0.13	1	1.247	510/8099	91.47	145	GCF_019656055.1_ASM1965605v1_genomic_NZ_BPKY01000001.1 Leuconostoc miyukkimchii strain JCM 17445 contig1, whole genome shotgun sequence
ERR4757837_trimmed_1.fastq.gz	LeechJ_2020__ERS3967692__bin.3.fa	0.0503	0.0578	98.48	0.071	97.09-100.29	0.071	0.04-0.11	1	0.939	623/11531	91.02	2735	ERS3967692_k141_68
ERR4757837_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_245__bin.2.fa	0.0480	0.0314	98.61	0.067	97.07-100.53	0.067	0.03-0.11	1	1.036	279/6553	90.32	40	NODE_1_length_160535_cov_17.2789_ID_55527
ERR4757837_trimmed_1.fastq.gz	MortensenS_xxxx__WK065-1-L-08h-05B1_S62__bin.1.fa	0.0440	0.2041	98.61	0.062	97.81-99.41	0.062	0.05-0.08	1	1.033	1737/44775	90.05	0	WK065-1-L-08h-05B1_S62_k141_23
ERR4757837_trimmed_1.fastq.gz	MAG_352.fa	0.0364	0.0721	97.43	0.051	95.88-99.25	0.051	0.03-0.08	1	1.025	442/19888	88.44	1	MAG_352_0
ERR4757837_trimmed_1.fastq.gz	ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21.fa	0.0324	0.0245	97.64	0.045	94.41-98.26	0.045	0.04-0.12	1	1.718	163/7507	88.38	215	ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21_NZ_LJIV01000001.1 Leuconostoc lactis strain WIKIM21 contig00001, whole genome shotgun sequence
ERR4757837_trimmed_1.fastq.gz	EBC_147.23.fa	0.0279	0.0640	99.69	0.039	98.06-101.47	0.039	0.02-0.07	1	1.022	782/22448	89.74	0	EBC_147.23_EBC_147_scaffold_41
ERR4757837_trimmed_1.fastq.gz	LeechJ_2020__ERS3967714__bin.6.fa	0.0199	0.0940	97.08	0.028	95.64-99.67	0.028	0.01-0.05	1	1.047	513/46574	86.46	1	ERS3967714_k141_36
