Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
ERR4757834_trimmed_1.fastq.gz	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897.fa	49.7395	51.5838	99.79	109.000	NA-NA	HIGH	NA-NA	109	125.738	9546/10183	99.79	0	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897_NZ_LISZ01000065.1 Lactococcus lactis subsp. cremoris strain LMG6897 contig_0, whole genome shotgun sequence
ERR4757834_trimmed_1.fastq.gz	WalshL_xxxx__V9__bin.2.fa	31.0301	30.3978	99.42	68.000	NA-NA	HIGH	NA-NA	68	68.570	8131/9740	99.42	12	V9_k141_63
ERR4757834_trimmed_1.fastq.gz	MAG_501.fa	10.9518	10.9801	99.51	24.000	NA-NA	HIGH	NA-NA	24	22.632	8335/9710	99.51	653	MAG_501_0
ERR4757834_trimmed_1.fastq.gz	LeechJ_2020__ERS3967703__bin.6.fa	3.4051	2.7200	99.99	7.462	NA-NA	HIGH	NA-NA	7	7.462	7880/7915	99.99	0	ERS3967703_k141_852
ERR4757834_trimmed_1.fastq.gz	LeechJ_2020__ERS3967706__bin.3.fa	2.3270	2.2304	99.96	5.099	NA-NA	HIGH	NA-NA	5	5.099	9391/9505	99.96	0	ERS3967706_k141_98
ERR4757834_trimmed_1.fastq.gz	LeechJ_2020__ERS3967711__bin.14.fa	1.4362	1.0653	99.57	3.147	NA-NA	HIGH	NA-NA	3	3.147	6299/7200	99.57	13	ERS3967711_k141_542
ERR4757834_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	0.7692	0.6938	98.59	1.686	98.50-98.65	1.686	1.61-1.79	2	2.406	4648/8865	97.94	13	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome
ERR4757834_trimmed_1.fastq.gz	MASTER_WP4_UNINA_1__CF008_71775__bin.11.fa	0.0883	0.0685	97.44	0.193	96.69-98.15	0.193	0.15-0.25	1	1.271	597/7588	92.13	208	CF008_71775_k141_1942
ERR4757834_trimmed_1.fastq.gz	LeechJ_2020__ERS3967692__bin.3.fa	0.0432	0.0506	98.90	0.095	97.86-99.71	0.095	0.07-0.13	1	1.111	748/11531	91.55	3	ERS3967692_k141_68
ERR4757834_trimmed_1.fastq.gz	Wy2_bin.circ.1.fa	0.0334	0.0269	98.95	0.073	97.50-100.33	0.073	0.05-0.12	1	1.016	431/7470	91.21	34	s8.ctg000010c
ERR4757834_trimmed_1.fastq.gz	MAG_116.fa	0.0306	0.0153	97.95	0.067	95.44-99.46	0.067	0.04-0.13	1	1.181	160/4679	89.68	39	MAG_116_0
ERR4757834_trimmed_1.fastq.gz	MAG_502.fa	0.0290	0.0245	99.15	0.064	97.72-101.01	0.064	0.03-0.10	1	1.117	401/8402	90.65	14	MAG_502_0
ERR4757834_trimmed_1.fastq.gz	LeechJ_2020__ERS3967723__bin.8.fa	0.0228	0.0193	97.15	0.050	94.53-98.43	0.050	0.03-0.11	1	0.971	173/8256	88.28	0	ERS3967723_k141_56
ERR4757834_trimmed_1.fastq.gz	LeechJ_2020__ERS3967691__bin.13.fa	0.0216	0.0184	96.62	0.047	94.29-96.85	0.047	0.04-0.10	1	1.038	131/8251	87.49	1	ERS3967691_k141_96
ERR4757834_trimmed_1.fastq.gz	MAG_352.fa	0.0214	0.0432	98.49	0.047	96.95-100.33	0.047	0.02-0.07	1	1.023	568/19888	89.16	0	MAG_352_0
ERR4757834_trimmed_1.fastq.gz	MASTER_WP4_UNINA_1__ST007_71775__bin.2.fa	0.0189	0.0221	96.38	0.041	93.77-96.86	0.041	0.04-0.09	1	1.020	148/11466	86.91	9	ST007_71775_k141_4056
ERR4757834_trimmed_1.fastq.gz	MortensenS_xxxx__WK004-2-L-48h-01G7_S40__bin.2.fa	0.0166	0.0233	98.19	0.036	95.74-100.09	0.036	0.02-0.08	1	1.018	280/13831	88.18	0	WK004-2-L-48h-01G7_S40_k141_114
ERR4757834_trimmed_1.fastq.gz	MAG_34.fa	0.0152	0.0165	100.00	0.033	97.79-102.05	0.033	0.02-0.06	1	1.016	366/10569	89.72	0	MAG_34_0
