Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR12227957_trimmed_1.fastq.gz	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072.fa	85.6455	88.0159	98.54	324.000	NA-NA	HIGH	NA-NA	324	297.597	5407/8532	98.54	209	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072_NZ_CP025136.1 Lactobacillus sakei strain WiKim0072 chromosome, complete genome
SRR12227957_trimmed_1.fastq.gz	KharnaiorP_2023__SRR22859379__bin.8.fa	10.5735	8.4981	99.09	40.000	NA-NA	HIGH	NA-NA	40	40.874	5144/6826	99.09	38	NODE_3_length_161229_cov_37.0000_ID_62026
SRR12227957_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_229__bin.10.fa	1.8642	1.4765	99.92	7.052	NA-NA	HIGH	NA-NA	7	7.052	6575/6739	99.92	0	NODE_1_length_371145_cov_15.9998_ID_63609
SRR12227957_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_425__bin.9.fa	0.8446	0.7943	99.81	3.195	NA-NA	HIGH	NA-NA	3	3.195	7601/8063	99.81	0	NODE_1_length_598382_cov_75.9985_ID_32759
SRR12227957_trimmed_1.fastq.gz	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38.fa	0.2526	0.2478	99.10	0.956	98.95-99.28	0.956	0.89-1.02	1	1.492	3859/8010	97.67	4	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38_NZ_CP017124.1 Lactobacillus curvatus strain WiKim38, complete genome
SRR12227957_trimmed_1.fastq.gz	LandisEA_2021__SRS5653333__bin.1.fa	0.1295	0.1622	98.55	0.490	98.34-98.78	0.490	0.45-0.52	1	1.287	2621/10617	95.59	19	SRS5653333_k141_170
SRR12227957_trimmed_1.fastq.gz	FranciosaI_2021__SRR12227952__bin.4.fa	0.1219	0.1866	98.50	0.461	98.29-98.74	0.461	0.41-0.49	1	1.329	3025/13068	95.39	40	NODE_4_length_136482_cov_25.9989_ID_213579
SRR12227957_trimmed_1.fastq.gz	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5.fa	0.1153	0.0992	99.04	0.436	98.71-99.39	0.436	0.39-0.48	1	1.236	1935/7379	95.77	43	WK028-2-L-48h-03A1_S20_k141_3165
SRR12227957_trimmed_1.fastq.gz	MASTER_WP4_UNINA_2__V-25.1__bin.1.fa	0.0791	0.0662	99.38	0.299	98.88-99.73	0.299	0.26-0.35	1	1.156	1517/7120	95.13	6	V-25.1_k141_213
SRR12227957_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602150__bin.9.fa	0.0738	0.0864	97.51	0.279	97.07-97.88	0.279	0.24-0.32	1	1.132	1137/10040	93.21	8	NODE_36_length_112572_cov_15.0000_ID_47355
SRR12227957_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	0.0615	0.0968	95.30	0.233	94.58-95.80	0.233	0.19-0.30	1	1.170	653/13589	90.67	427	NODE_1_length_274429_cov_22.9992_ID_7781
SRR12227957_trimmed_1.fastq.gz	MAG_501.fa	0.0519	0.0600	99.03	0.196	98.57-99.45	0.196	0.17-0.23	1	1.110	1278/9710	93.67	1	MAG_501_0
SRR12227957_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	0.0509	0.0530	99.15	0.192	98.57-99.72	0.192	0.16-0.23	1	1.377	1222/8865	93.81	30	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome
SRR12227957_trimmed_1.fastq.gz	GCF_010306265.1_ASM1030626v1_genomic.fa	0.0460	0.0434	96.33	0.174	95.41-97.40	0.174	0.11-0.23	1	1.290	414/7975	90.90	59	GCF_010306265.1_ASM1030626v1_genomic_NZ_BLKA01000001.1 Weissella sagaensis strain X0278 contig1, whole genome shotgun sequence
SRR12227957_trimmed_1.fastq.gz	LeechJ_2020__ERS3967741__bin.9.fa	0.0250	0.0235	97.94	0.095	96.45-99.62	0.095	0.05-0.15	1	1.063	379/7988	90.64	62	ERS3967741_k141_666
SRR12227957_trimmed_1.fastq.gz	FontanaF_2023__SRR20746951__bin.4.fa	0.0191	0.0271	96.01	0.072	94.25-98.04	0.072	0.03-0.12	1	1.073	245/12064	88.19	8	NODE_1_length_333540_cov_36.9994_ID_1661
SRR12227957_trimmed_1.fastq.gz	MASTER_WP4_CSIC_1__P2137_73322__bin.20.fa	0.0183	0.0168	100.00	0.069	98.94-101.52	0.069	0.04-0.10	1	1.040	544/7734	91.79	0	P2137_73322_k141_3231
SRR12227957_trimmed_1.fastq.gz	LandisEA_2021__SRS5653155__bin.1.fa	0.0103	0.0130	96.97	0.039	94.59-97.25	0.039	0.03-0.08	1	1.019	157/10655	87.28	4	SRS5653155_k141_354
SRR12227957_trimmed_1.fastq.gz	GCF_900618535.1_TH39_genomic.fa	0.0090	0.0230	99.03	0.034	97.34-100.95	0.034	0.02-0.06	1	1.015	539/21532	88.78	0	GCF_900618535.1_TH39_genomic_NZ_UYJA01000001.1 Pseudomonas bubulae strain Pseudomonas parafragi, whole genome shotgun sequence
SRR12227957_trimmed_1.fastq.gz	GCF_001703515.1_ASM170351v1_genomic.fa	0.0080	0.0104	98.55	0.030	95.35-99.03	0.030	0.03-0.08	1	1.015	202/10702	87.98	0	GCF_001703515.1_ASM170351v1_genomic_NZ_CP016839.1 Brochothrix thermosphacta strain TMW 2.1564 chromosome, complete genome
