Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR26215953_trimmed_1.fastq.gz	MortensenS_xxxx__WK040-2-L-48h-03F4_S68__bin.4.fa	77.0585	71.9293	99.02	388.000	NA-NA	HIGH	NA-NA	388	378.219	7852/10670	99.02	21	WK040-2-L-48h-03F4_S68_k141_241
SRR26215953_trimmed_1.fastq.gz	GCF_001435195.1_ASM143519v1_genomic.fa	7.5470	7.5457	99.76	38.000	NA-NA	HIGH	NA-NA	38	39.609	10336/11142	99.76	0	GCF_001435195.1_ASM143519v1_genomic_NZ_AZFQ01000001.1 Liquorilactobacillus satsumensis DSM 16230 = JCM 12392 strain DSM 16230 NODE_1, whole genome shotgun sequence
SRR26215953_trimmed_1.fastq.gz	MortensenS_xxxx__WK027-1-L-48h-02I4_S14__bin.10.fa	7.1498	8.5490	100.00	36.000	NA-NA	HIGH	NA-NA	36	37.196	13596/13601	100.00	0	WK027-1-L-48h-02I4_S14_k141_125
SRR26215953_trimmed_1.fastq.gz	MortensenS_xxxx__WK001T-1-G-00h-05I5_S129__bin.3.fa	5.1637	5.9275	99.27	26.000	NA-NA	HIGH	NA-NA	26	23.698	10593/13276	99.27	17	WK001T-1-G-00h-05I5_S129_k141_482
SRR26215953_trimmed_1.fastq.gz	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44.fa	0.8596	3.9048	99.34	4.328	NA-NA	HIGH	NA-NA	4	4.328	40032/49112	99.34	0	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44_CM006479.1 Saccharomyces cerevisiae strain beer044 chromosome I, whole genome shotgun sequence
SRR26215953_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	0.8421	0.6567	98.93	4.240	NA-NA	HIGH	NA-NA	4	4.240	6351/8865	98.93	16	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome
SRR26215953_trimmed_1.fastq.gz	GCF_008694105.1_ASM869410v1_genomic.fa	0.6676	0.8321	98.36	3.362	NA-NA	HIGH	NA-NA	3	3.362	8030/13393	98.36	1	GCF_008694105.1_ASM869410v1_genomic_NZ_CP041364.1 Schleiferilactobacillus harbinensis strain NSMJ42 chromosome, complete genome
SRR26215953_trimmed_1.fastq.gz	MortensenS_xxxx__WK042-1-L-48h-03G1_S74__bin.2.fa	0.3390	0.2578	99.86	1.707	99.79-99.92	1.707	1.62-1.79	2	2.169	7019/8968	99.21	0	WK042-1-L-48h-03G1_S74_k141_1065
SRR26215953_trimmed_1.fastq.gz	MortensenS_xxxx__WK062-2-G-48h-05H5_S120__bin.3.fa	0.2083	0.2299	98.92	1.049	98.80-99.07	1.049	0.98-1.10	1	1.660	5761/12346	97.57	39	WK062-2-G-48h-05H5_S120_k141_82
SRR26215953_trimmed_1.fastq.gz	MortensenS_xxxx__WK029-2-G-48h-04A5_S105__bin.1.fa	0.0619	0.0543	98.99	0.312	98.64-99.29	0.312	0.27-0.35	1	1.152	1954/9913	94.90	9	WK029-2-G-48h-04A5_S105_k141_65
SRR26215953_trimmed_1.fastq.gz	FontanaF_2023__SRR20746951__bin.4.fa	0.0323	0.0344	98.29	0.162	97.63-98.71	0.162	0.14-0.20	1	1.073	1069/12064	92.48	8	NODE_1_length_333540_cov_36.9994_ID_1661
SRR26215953_trimmed_1.fastq.gz	MortensenS_xxxx__WK040-1-L-48h-03F2_S66__bin.3.fa	0.0305	0.0426	99.32	0.154	98.82-99.63	0.154	0.13-0.18	1	1.020	1926/15830	93.43	15	WK040-1-L-48h-03F2_S66_k141_12
SRR26215953_trimmed_1.fastq.gz	MortensenS_xxxx__WK018-2-L-08h-02D8_S95__bin.5.fa	0.0270	0.0252	97.37	0.136	96.35-98.07	0.136	0.11-0.19	1	1.064	597/10720	91.10	2	WK018-2-L-08h-02D8_S95_k141_183
SRR26215953_trimmed_1.fastq.gz	MortensenS_xxxx__WK010-2-L-48h-02A4_S64__bin.9.fa	0.0128	0.0108	98.57	0.064	96.95-100.10	0.064	0.04-0.11	1	1.031	385/9653	90.13	0	WK010-2-L-48h-02A4_S64_k141_3416
