Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
ERR4757857_trimmed_1.fastq.gz	LandisEA_2021__SRS5653132__bin.1.fa	28.7289	14.4043	99.42	23.000	NA-NA	HIGH	NA-NA	23	22.137	6873/8237	99.42	66	SRS5653132_k141_92
ERR4757857_trimmed_1.fastq.gz	LeechJ_2020__ERS3967742__bin.3.fa	16.2429	48.8424	100.00	13.004	NA-NA	HIGH	NA-NA	13	13.004	49923/49999	100.00	0	ERS3967742_k141_58
ERR4757857_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	13.9319	7.4471	99.13	11.154	NA-NA	HIGH	NA-NA	11	11.154	6767/8865	99.13	125	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome
ERR4757857_trimmed_1.fastq.gz	LeechJ_2020__ERS3967741__bin.9.fa	9.5353	4.5898	99.62	7.634	NA-NA	HIGH	NA-NA	7	7.634	7107/7988	99.62	2	ERS3967741_k141_666
ERR4757857_trimmed_1.fastq.gz	LeechJ_2020__ERS3967740__bin.10.fa	6.7348	3.3817	99.51	5.392	NA-NA	HIGH	NA-NA	5	5.392	7049/8220	99.51	23	ERS3967740_k141_2100
ERR4757857_trimmed_1.fastq.gz	AlvarezOrdonezA_xxxx__Q04-21__bin.16.fa	6.5307	8.6861	99.24	5.228	NA-NA	HIGH	NA-NA	5	5.228	17436/22071	99.24	1339	Q04-21_k141_3887
ERR4757857_trimmed_1.fastq.gz	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072.fa	5.0880	2.6851	99.38	4.073	NA-NA	HIGH	NA-NA	4	4.073	7041/8532	99.38	11	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072_NZ_CP025136.1 Lactobacillus sakei strain WiKim0072 chromosome, complete genome
ERR4757857_trimmed_1.fastq.gz	GCF_000298875.1_ASM29887v1_genomic.fa	4.4200	2.1730	97.78	3.539	NA-NA	HIGH	NA-NA	3	3.539	4070/8160	97.78	2335	GCF_000298875.1_ASM29887v1_genomic_NC_018631.1 Leuconostoc gelidum JB7, complete sequence
ERR4757857_trimmed_1.fastq.gz	LeechJ_2020__ERS3967699__bin.1.fa	1.5675	2.0242	99.57	1.255	99.50-99.62	1.255	1.22-1.30	2	2.575	13572/21634	98.51	0	ERS3967699_k141_136
ERR4757857_trimmed_1.fastq.gz	LeechJ_2020__ERS3967703__bin.6.fa	1.3310	0.6301	99.92	1.066	99.83-100.00	1.066	1.01-1.12	1	1.665	5064/7915	98.57	0	ERS3967703_k141_852
ERR4757857_trimmed_1.fastq.gz	LeechJ_2020__ERS3967706__bin.3.fa	1.2428	0.7060	99.94	0.995	99.84-100.03	0.995	0.95-1.04	1	1.616	5876/9505	98.46	0	ERS3967706_k141_98
ERR4757857_trimmed_1.fastq.gz	GCF_019656055.1_ASM1965605v1_genomic.fa	1.1061	0.5495	99.31	0.886	99.18-99.46	0.886	0.83-0.94	1	1.555	3902/8099	97.67	66	GCF_019656055.1_ASM1965605v1_genomic_NZ_BPKY01000001.1 Leuconostoc miyukkimchii strain JCM 17445 contig1, whole genome shotgun sequence
ERR4757857_trimmed_1.fastq.gz	EBC_147.23.fa	1.0336	1.4317	98.82	0.828	98.71-98.92	0.828	0.78-0.86	1	1.549	8743/22448	97.00	1125	EBC_147.23_EBC_147_scaffold_41
ERR4757857_trimmed_1.fastq.gz	LeechJ_2020__ERS3967711__bin.14.fa	0.5307	0.2333	99.58	0.425	99.34-99.85	0.425	0.38-0.46	1	1.308	2197/7200	96.24	9	ERS3967711_k141_542
ERR4757857_trimmed_1.fastq.gz	EBC_080.1.fa	0.4651	0.5743	97.48	0.372	97.26-97.73	0.372	0.34-0.40	1	1.338	2893/20501	93.88	61	EBC_080.1_EBC_080_scaffold_1281
ERR4757857_trimmed_1.fastq.gz	LeechJ_2020__ERS3967711__bin.13.fa	0.3626	0.4920	95.43	0.290	95.00-95.78	0.290	0.25-0.33	1	1.394	1354/22651	91.31	1718	ERS3967711_k141_339
ERR4757857_trimmed_1.fastq.gz	GCF_008033155.1_ASM803315v1_genomic.fa	0.3126	0.1694	98.86	0.250	98.36-99.25	0.250	0.22-0.29	1	1.172	1366/8418	94.30	37	GCF_008033155.1_ASM803315v1_genomic_NZ_CP042371.1 Secundilactobacillus malefermentans strain CBA3618 chromosome, complete genome
ERR4757857_trimmed_1.fastq.gz	We6_bin.full.92.fa	0.2885	0.4074	98.25	0.231	97.92-98.60	0.231	0.20-0.25	1	1.175	2777/23164	93.39	110	s9.ctg000026l
ERR4757857_trimmed_1.fastq.gz	MAG_501.fa	0.1090	0.0648	98.91	0.087	97.73-99.95	0.087	0.06-0.13	1	1.055	577/9710	91.30	6	MAG_501_0
ERR4757857_trimmed_1.fastq.gz	LeechJ_xxxx__AF84__bin.30.fa	0.0896	0.1039	97.00	0.072	95.82-98.28	0.072	0.05-0.10	1	1.053	525/19478	89.00	68	AF84_k141_2549
ERR4757857_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2587__bin.9.fa	0.0708	0.0985	96.96	0.057	95.56-98.38	0.057	0.03-0.09	1	1.139	488/23009	88.31	88	P2587_k141_467
ERR4757857_trimmed_1.fastq.gz	LeechJ_2020__ERS3967692__bin.3.fa	0.0641	0.0444	95.24	0.051	91.96-95.65	0.051	0.05-0.14	1	1.160	144/11531	86.82	21	ERS3967692_k141_68
ERR4757857_trimmed_1.fastq.gz	MortensenS_xxxx__WK065-1-L-08h-05B1_S62__bin.1.fa	0.0628	0.1759	99.20	0.050	98.18-100.09	0.050	0.04-0.07	1	1.028	1714/44775	90.01	3	WK065-1-L-08h-05B1_S62_k141_23
ERR4757857_trimmed_1.fastq.gz	Wy2_bin.circ.1.fa	0.0536	0.0256	100.00	0.043	98.49-102.19	0.043	0.02-0.08	1	1.170	352/7470	90.62	0	s8.ctg000010c
ERR4757857_trimmed_1.fastq.gz	MAG_34.fa	0.0496	0.0320	96.90	0.040	94.22-97.52	0.040	0.04-0.08	1	1.032	155/10569	87.27	0	MAG_34_0
ERR4757857_trimmed_1.fastq.gz	SalgadoTS_2021__SRR13801804__bin.3.fa	0.0476	0.0274	98.42	0.038	95.53-99.72	0.038	0.03-0.08	1	1.174	224/9652	88.57	23	NODE_1_length_182977_cov_70.9954_ID_2060
