Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
ERR2437614_trimmed_1.fastq.gz	ArikanM_2020__ERS1939580__bin.2.fa	51.9953	50.9384	100.00	1513.000	NA-NA	HIGH	NA-NA	1513	1531.141	12265/12275	100.00	0	ERS1939580_k141_163
ERR2437614_trimmed_1.fastq.gz	MAG_148.fa	23.7811	18.3873	97.80	692.000	NA-NA	HIGH	NA-NA	692	712.394	4802/9570	97.80	4738	MAG_148_0
ERR2437614_trimmed_1.fastq.gz	GCF_011611525.1_ASM1161152v1_genomic.fa	23.2312	29.4693	98.29	676.000	NA-NA	HIGH	NA-NA	676	765.448	8840/15106	98.29	3559	GCF_011611525.1_ASM1161152v1_genomic_NZ_CP050139.1 Komagataeibacter rhaeticus strain ENS 9a1a chromosome, complete genome
ERR2437614_trimmed_1.fastq.gz	ArikanM_2020__ERS1939593__bin.5.fa	0.5499	0.4740	99.97	16.000	NA-NA	HIGH	NA-NA	16	16.253	10552/10651	99.97	72	ERS1939593_k141_456
ERR2437614_trimmed_1.fastq.gz	ArikanM_2020__ERS1939655__bin.3.fa	0.0778	0.0910	99.92	2.265	99.88-99.98	2.265	2.00-2.35	2	2.624	12509/14297	99.57	1	ERS1939655_k141_385
ERR2437614_trimmed_1.fastq.gz	ArikanM_2020__ERS1875938__bin.4.fa	0.0683	0.2508	99.96	1.987	99.90-99.99	1.987	1.94-2.10	2	2.475	38740/45470	99.48	0	ERS1875938_k141_393
ERR2437614_trimmed_1.fastq.gz	MAG_34.fa	0.0583	0.0504	99.94	1.698	99.88-100.00	1.698	1.61-1.78	2	2.239	8485/10569	99.29	0	MAG_34_0
ERR2437614_trimmed_1.fastq.gz	MAG_31.fa	0.0460	0.0610	99.89	1.339	99.83-99.94	1.339	1.30-1.38	2	1.903	11719/16414	98.92	101	MAG_31_0
ERR2437614_trimmed_1.fastq.gz	MAG_1.fa	0.0291	0.0879	99.87	0.847	99.81-99.94	0.847	0.82-0.87	1	1.540	20400/37139	98.09	52	MAG_1_0
ERR2437614_trimmed_1.fastq.gz	MAG_307.fa	0.0256	0.0303	99.67	0.744	99.56-99.81	0.744	0.70-0.78	1	1.437	6892/14571	97.61	22	MAG_307_0
ERR2437614_trimmed_1.fastq.gz	MAG_98.fa	0.0239	0.0293	99.70	0.695	99.60-99.82	0.695	0.66-0.72	1	1.404	6918/15158	97.50	4	MAG_98_0
ERR2437614_trimmed_1.fastq.gz	MAG_367.fa	0.0223	0.0290	99.12	0.649	98.96-99.23	0.649	0.61-0.69	1	1.438	5723/15774	96.78	481	MAG_367_0
ERR2437614_trimmed_1.fastq.gz	MAG_52.fa	0.0184	0.0173	99.46	0.536	99.30-99.64	0.536	0.49-0.57	1	1.328	4134/11803	96.67	36	MAG_52_0
ERR2437614_trimmed_1.fastq.gz	MAG_308.fa	0.0184	0.0112	99.13	0.534	98.88-99.35	0.534	0.49-0.57	1	1.329	2370/7497	96.35	3	MAG_308_0
ERR2437614_trimmed_1.fastq.gz	OlgaP_2019__SRR11909888__bin.7.fa	0.0129	0.0143	97.53	0.375	97.19-97.87	0.375	0.33-0.42	1	1.647	2071/13735	94.08	519	NODE_6_length_178379_cov_153.9948_ID_3109
ERR2437614_trimmed_1.fastq.gz	ArikanM_2020__ERS1939655__bin.10.fa	0.0108	0.0168	99.01	0.315	98.78-99.23	0.315	0.29-0.34	1	1.176	3866/19430	94.92	27	ERS1939655_k141_32
ERR2437614_trimmed_1.fastq.gz	MAG_37.fa	0.0101	0.0104	97.83	0.293	97.50-98.22	0.293	0.26-0.32	1	1.159	1627/12621	93.61	1	MAG_37_0
ERR2437614_trimmed_1.fastq.gz	MAG_2.fa	0.0072	0.0199	97.24	0.209	96.92-97.49	0.209	0.19-0.23	1	1.122	2725/34381	92.15	57	MAG_2_0
ERR2437614_trimmed_1.fastq.gz	DeFilippisF_xxxx__DS_111__bin.11.fa	0.0050	0.0047	96.29	0.146	95.33-97.08	0.146	0.11-0.21	1	1.072	486/11542	90.29	0	DS_111_k141_820
ERR2437614_trimmed_1.fastq.gz	MAG_366.fa	0.0050	0.0044	96.12	0.146	95.26-97.36	0.146	0.10-0.19	1	1.301	448/10860	90.23	377	MAG_366_0
ERR2437614_trimmed_1.fastq.gz	MAG_314.fa	0.0034	0.0022	95.99	0.100	94.39-97.73	0.100	0.05-0.17	1	1.057	212/7965	88.96	1	MAG_314_0
