Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
ERR4757805_trimmed_1.fastq.gz	LeechJ_2020__ERS3967690__bin.4.fa	31.1935	33.3832	100.00	33.000	NA-NA	HIGH	NA-NA	33	34.143	14361/14362	100.00	0	ERS3967690_k141_4916
ERR4757805_trimmed_1.fastq.gz	MortensenS_xxxx__WK062-2-G-48h-05H5_S120__bin.3.fa	20.7956	19.6417	98.44	22.000	NA-NA	HIGH	NA-NA	22	22.496	7594/12346	98.44	8	WK062-2-G-48h-05H5_S120_k141_82
ERR4757805_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	15.1241	10.0934	99.69	16.000	NA-NA	HIGH	NA-NA	16	15.747	8055/8865	99.69	1	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome
ERR4757805_trimmed_1.fastq.gz	YasirM_2022__SRR18334997__bin.9.fa	8.1625	4.5665	98.87	8.635	NA-NA	HIGH	NA-NA	8	8.635	5219/7417	98.87	4	NODE_40_length_40498_cov_22.0000_ID_3016
ERR4757805_trimmed_1.fastq.gz	G_24_1A_oryzifermentans_assembly.fa	4.9994	4.7981	98.83	5.289	NA-NA	HIGH	NA-NA	5	5.289	8714/12550	98.83	13	NODE_1_length_900296_cov_116.234665
ERR4757805_trimmed_1.fastq.gz	MortensenS_xxxx__WK029-1-L-48h-03A3_S22__bin.5.fa	4.0627	3.5245	98.62	4.298	NA-NA	HIGH	NA-NA	4	4.298	7499/11552	98.62	49	WK029-1-L-48h-03A3_S22_k141_711
ERR4757805_trimmed_1.fastq.gz	LeechJ_2020__ERS3967690__bin.3.fa	3.9970	3.7487	99.98	4.229	NA-NA	HIGH	NA-NA	4	4.229	12393/12453	99.98	0	ERS3967690_k141_39
ERR4757805_trimmed_1.fastq.gz	G_514_1B_orientalis_assembly.fa	2.7530	2.7668	97.62	2.912	NA-NA	HIGH	NA-NA	3	2.912	6340/13382	97.62	69	NODE_1_length_900359_cov_75.777345
ERR4757805_trimmed_1.fastq.gz	MASTER_WP4_UNINA_2__F-22__bin.7.fa	2.1296	8.1663	99.80	2.253	99.79-99.93	2.253	1.96-2.29	2	2.628	42605/50582	99.45	8	F-22_k141_163
ERR4757805_trimmed_1.fastq.gz	MAG_15.fa	1.1618	0.9915	98.27	1.229	98.17-98.37	1.229	1.15-1.29	1	1.798	4682/11359	97.18	56	MAG_15_0
ERR4757805_trimmed_1.fastq.gz	SalgadoTS_2021__SRR13801804__bin.3.fa	1.0897	0.7822	97.24	1.153	97.11-97.39	1.153	1.06-1.23	1	1.770	2783/9652	96.07	37	NODE_1_length_182977_cov_70.9954_ID_2060
ERR4757805_trimmed_1.fastq.gz	MortensenS_xxxx__WK007-2-L-48h-01I1_S52__bin.1.fa	0.9934	3.4223	99.88	1.051	99.84-99.93	1.051	1.03-1.08	1	1.640	28821/45922	98.51	0	WK007-2-L-48h-01I1_S52_k141_7
ERR4757805_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_2__VB11-26__bin.7.fa	0.9030	0.9622	98.59	0.955	98.49-98.71	0.955	0.90-1.00	1	1.694	5621/14170	97.06	0	VB11-26_k141_193
