Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR27593195_trimmed_1.fastq.gz	LeechJ_xxxx__AF24__bin.1.fa	67.9004	58.2246	99.57	62.000	NA-NA	HIGH	NA-NA	62	60.173	9016/10319	99.57	95	AF24_k141_36
SRR27593195_trimmed_1.fastq.gz	LeechJ_xxxx__AF52__bin.1.fa	13.4791	20.2027	100.00	12.308	NA-NA	HIGH	NA-NA	12	12.308	17973/17995	100.00	0	AF52_k141_89
SRR27593195_trimmed_1.fastq.gz	MAG_608.fa	6.2735	6.8144	98.26	5.728	NA-NA	HIGH	NA-NA	5	5.728	7658/13213	98.26	51	MAG_608_0
SRR27593195_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602153__bin.4.fa	3.3700	4.7841	98.13	3.077	NA-NA	HIGH	NA-NA	3	3.077	9791/17572	98.13	26	NODE_1_length_695767_cov_46.0000_ID_85857
SRR27593195_trimmed_1.fastq.gz	LeechJ_xxxx__AF80__bin.2.fa	1.9373	1.5259	99.63	1.769	99.56-99.69	1.769	1.69-1.85	2	2.302	7025/9497	99.03	26	AF80_k141_151
SRR27593195_trimmed_1.fastq.gz	EBC_088.16.fa	1.4551	2.4430	99.20	1.329	99.13-99.25	1.329	1.28-1.37	2	1.821	11792/20598	98.22	0	EBC_088.16_EBC_088_scaffold_305
SRR27593195_trimmed_1.fastq.gz	C-R06.bin.5.fa	1.3734	2.3535	99.05	1.254	98.98-99.12	1.254	1.21-1.30	2	1.845	11218/21133	97.98	0	C-R06.bin.5_NODE_1_length_628648_cov_36.0232
SRR27593195_trimmed_1.fastq.gz	KharnaiorP_2023__SRR22859379__bin.2.fa	0.9768	0.9888	98.27	0.892	98.13-98.44	0.892	0.82-0.94	1	1.629	4183/12183	96.61	91	NODE_1_length_186393_cov_45.0146_ID_8743
SRR27593195_trimmed_1.fastq.gz	LeechJ_xxxx__AF57__bin.8.fa	0.8094	0.5397	98.08	0.739	97.92-98.27	0.739	0.68-0.79	1	1.446	2322/8097	96.05	12	AF57_k141_54
SRR27593195_trimmed_1.fastq.gz	KumarJ_2019__SRS4562503__bin.9.fa	0.6524	0.5285	96.89	0.596	96.58-97.16	0.596	0.54-0.67	1	1.351	1674/9926	94.42	3	SRS4562503_k141_3803
SRR27593195_trimmed_1.fastq.gz	YuY_2022__SRR16950702__bin.15.fa	0.4281	0.3859	98.82	0.391	98.56-99.08	0.391	0.35-0.42	1	1.234	2428/10833	95.29	1	NODE_20_length_111749_cov_59.3787_ID_38744
SRR27593195_trimmed_1.fastq.gz	MAG_594.fa	0.2504	0.2295	98.46	0.229	97.96-98.96	0.229	0.20-0.26	1	1.177	1386/10962	93.55	15	MAG_594_0
SRR27593195_trimmed_1.fastq.gz	LeechJ_xxxx__AF56__bin.5.fa	0.1902	0.1279	98.58	0.174	97.91-99.24	0.174	0.14-0.21	1	1.120	836/8169	92.91	1	AF56_k141_110
SRR27593195_trimmed_1.fastq.gz	WalshAM_2017__ERS1739834__bin.1.fa	0.1894	0.1140	99.32	0.173	98.64-99.89	0.173	0.14-0.21	1	1.105	964/7489	93.60	0	ERS1739834_k141_1514
SRR27593195_trimmed_1.fastq.gz	Wy2_bin.circ.1.fa	0.1594	0.1038	99.07	0.146	98.32-99.80	0.146	0.11-0.18	1	1.078	756/7470	92.88	23	s8.ctg000010c
SRR27593195_trimmed_1.fastq.gz	EBC_088.5.fa	0.1501	0.2200	98.06	0.137	97.47-98.67	0.137	0.11-0.17	1	1.074	1237/17738	91.77	30	EBC_088.5_EBC_088_scaffold_95
SRR27593195_trimmed_1.fastq.gz	YuY_2022__SRR16950700__bin.19.fa	0.1206	0.0717	96.22	0.110	94.97-97.91	0.110	0.06-0.17	1	1.061	231/7305	89.46	2	NODE_60_length_69008_cov_15.0006_ID_75507
SRR27593195_trimmed_1.fastq.gz	LeechJ_2020__ERS3967702__bin.3.fa	0.0990	0.0982	98.18	0.090	97.01-99.08	0.090	0.06-0.13	1	1.085	585/11918	90.73	13	ERS3967702_k141_103
SRR27593195_trimmed_1.fastq.gz	YouL_2022__SRR13308520__bin.4.fa	0.0919	0.0627	98.76	0.084	97.45-99.83	0.084	0.06-0.12	1	1.077	452/8244	91.06	5	NODE_37_length_133389_cov_15.7682_ID_27250
SRR27593195_trimmed_1.fastq.gz	LeechJ_xxxx__AF15__bin.4.fa	0.0751	0.1000	96.66	0.069	95.29-98.41	0.069	0.04-0.11	1	1.142	373/15952	88.59	10	AF15_k141_25
SRR27593195_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2574__bin.24.fa	0.0185	0.0814	97.11	0.017	94.37-97.45	0.017	0.02-0.04	1	1.008	359/53329	85.10	1	P2574_k141_755
