Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
ERR4757822_trimmed_1.fastq.gz	GCF_003946445.1_ASM394644v1_genomic.fa	35.6193	45.2766	99.27	82.000	NA-NA	HIGH	NA-NA	82	91.930	10309/12951	99.27	122	GCF_003946445.1_ASM394644v1_genomic_NZ_RHOF01000001.1 Loigolactobacillus jiayinensis strain 257-1 contig1, whole genome shotgun sequence
ERR4757822_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	25.6285	22.0742	99.11	59.000	NA-NA	HIGH	NA-NA	59	56.027	6718/8865	99.11	66	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome
ERR4757822_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_229__bin.10.fa	10.4252	6.8324	99.89	24.000	NA-NA	HIGH	NA-NA	24	25.499	6512/6739	99.89	56	NODE_1_length_371145_cov_15.9998_ID_63609
ERR4757822_trimmed_1.fastq.gz	LeechJ_2020__ERS3967741__bin.9.fa	7.3845	5.7274	100.00	17.000	NA-NA	HIGH	NA-NA	17	18.167	7988/7988	100.00	0	ERS3967741_k141_666
ERR4757822_trimmed_1.fastq.gz	Wy2_bin.circ.1.fa	3.6180	2.7855	99.29	8.329	NA-NA	HIGH	NA-NA	8	8.329	5997/7470	99.29	12	s8.ctg000010c
ERR4757822_trimmed_1.fastq.gz	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072.fa	3.5879	3.0510	99.34	8.260	NA-NA	HIGH	NA-NA	8	8.260	6952/8532	99.34	124	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072_NZ_CP025136.1 Lactobacillus sakei strain WiKim0072 chromosome, complete genome
ERR4757822_trimmed_1.fastq.gz	LeechJ_2020__ERS3967707__bin.4.fa	2.2653	3.4139	99.98	5.215	NA-NA	HIGH	NA-NA	5	5.215	15424/15500	99.98	0	ERS3967707_k141_7
ERR4757822_trimmed_1.fastq.gz	LandisEA_2021__SRS5653132__bin.1.fa	1.8642	1.5061	99.55	4.292	NA-NA	HIGH	NA-NA	4	4.292	7168/8237	99.55	7	SRS5653132_k141_92
ERR4757822_trimmed_1.fastq.gz	LeechJ_2020__ERS3967740__bin.10.fa	1.8429	1.4911	99.48	4.243	NA-NA	HIGH	NA-NA	4	4.243	7001/8220	99.48	93	ERS3967740_k141_2100
ERR4757822_trimmed_1.fastq.gz	FontanaF_2023__SRR20746866__bin.6.fa	1.8298	1.5612	99.31	4.212	NA-NA	HIGH	NA-NA	4	4.212	7049/8729	99.31	8	NODE_1_length_116121_cov_33.0000_ID_1072
ERR4757822_trimmed_1.fastq.gz	GCF_000298875.1_ASM29887v1_genomic.fa	1.3880	1.0996	97.60	3.195	NA-NA	HIGH	NA-NA	3	3.195	3838/8160	97.60	2454	GCF_000298875.1_ASM29887v1_genomic_NC_018631.1 Leuconostoc gelidum JB7, complete sequence
ERR4757822_trimmed_1.fastq.gz	WalshL_xxxx__V9__bin.2.fa	0.9344	0.8741	98.36	2.151	98.31-98.44	2.151	2.01-2.27	2	2.685	5194/9740	97.99	708	V9_k141_63
ERR4757822_trimmed_1.fastq.gz	AlvarezOrdonezA_xxxx__F03-18__bin.4.fa	0.7330	0.6040	98.68	1.687	98.59-98.75	1.687	1.61-1.80	2	2.347	4474/8285	98.03	275	F03-18_k141_466
ERR4757822_trimmed_1.fastq.gz	LeechJ_2020__ERS3967703__bin.6.fa	0.4181	0.3189	99.87	0.962	99.76-99.96	0.962	0.91-1.01	1	1.560	4693/7915	98.33	0	ERS3967703_k141_852
ERR4757822_trimmed_1.fastq.gz	EBC_080.1.fa	0.3611	0.7185	98.96	0.831	98.87-99.09	0.831	0.79-0.86	1	2.036	8370/20501	97.15	142	EBC_080.1_EBC_080_scaffold_1281
ERR4757822_trimmed_1.fastq.gz	LeechJ_2020__ERS3967706__bin.3.fa	0.3219	0.2947	99.96	0.741	99.81-100.09	0.741	0.70-0.78	1	1.451	4913/9505	97.89	0	ERS3967706_k141_98
ERR4757822_trimmed_1.fastq.gz	FontanaF_2023__SRR20746951__bin.4.fa	0.2849	0.3354	98.69	0.656	98.53-98.87	0.656	0.61-0.70	1	1.387	3869/12064	96.40	28	NODE_1_length_333540_cov_36.9994_ID_1661
ERR4757822_trimmed_1.fastq.gz	LeechJ_2020__ERS3967711__bin.14.fa	0.1790	0.1268	99.83	0.412	99.58-100.11	0.412	0.37-0.45	1	1.297	2323/7200	96.42	5	ERS3967711_k141_542
ERR4757822_trimmed_1.fastq.gz	GCF_003946335.1_ASM394633v1_genomic.fa	0.1674	0.2106	99.58	0.385	99.40-99.80	0.385	0.35-0.41	1	1.194	3683/12774	96.07	6	GCF_003946335.1_ASM394633v1_genomic_NZ_RHNX01000001.1 Levilactobacillus fujinensis strain 218-6 contig1, whole genome shotgun sequence
ERR4757822_trimmed_1.fastq.gz	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897.fa	0.1669	0.1653	97.79	0.384	97.46-98.10	0.384	0.34-0.43	1	1.227	1698/10183	94.39	327	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897_NZ_LISZ01000065.1 Lactococcus lactis subsp. cremoris strain LMG6897 contig_0, whole genome shotgun sequence
ERR4757822_trimmed_1.fastq.gz	GCF_005404945.1_ASM540494v1_genomic.fa	0.1427	0.1728	97.37	0.328	97.02-97.71	0.328	0.29-0.36	1	1.184	1559/12634	93.47	40	GCF_005404945.1_ASM540494v1_genomic_NZ_BJDG01000001.1 Lactiplantibacillus pingfangensis strain 382-1 contig1, whole genome shotgun sequence
ERR4757822_trimmed_1.fastq.gz	EBC_147.23.fa	0.1351	0.3014	98.93	0.311	98.71-99.12	0.311	0.29-0.33	1	1.191	4300/22448	94.81	47	EBC_147.23_EBC_147_scaffold_41
ERR4757822_trimmed_1.fastq.gz	AlvarezOrdonezA_xxxx__F02-18__bin.10.fa	0.1202	0.0796	99.74	0.277	99.28-100.17	0.277	0.23-0.32	1	1.296	1572/6895	95.34	5	F02-18_k141_19660
ERR4757822_trimmed_1.fastq.gz	MAG_501.fa	0.1192	0.1142	99.18	0.274	98.74-99.60	0.274	0.23-0.31	1	1.186	1809/9710	94.72	12	MAG_501_0
ERR4757822_trimmed_1.fastq.gz	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38.fa	0.0822	0.0668	96.17	0.189	95.15-97.03	0.189	0.14-0.25	1	1.428	432/8010	91.01	246	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38_NZ_CP017124.1 Lactobacillus curvatus strain WiKim38, complete genome
ERR4757822_trimmed_1.fastq.gz	GCF_900618535.1_TH39_genomic.fa	0.0794	0.1670	97.94	0.183	97.54-98.37	0.183	0.16-0.21	1	1.182	1896/21532	92.46	5	GCF_900618535.1_TH39_genomic_NZ_UYJA01000001.1 Pseudomonas bubulae strain Pseudomonas parafragi, whole genome shotgun sequence
ERR4757822_trimmed_1.fastq.gz	AlvarezOrdonezA_xxxx__Q03-21__bin.9.fa	0.0575	0.1000	95.18	0.132	94.18-96.10	0.132	0.09-0.18	1	1.225	472/17534	88.99	97	Q03-21_k141_247
ERR4757822_trimmed_1.fastq.gz	LeechJ_2020__ERS3967699__bin.1.fa	0.0547	0.1137	97.87	0.126	97.26-98.40	0.126	0.10-0.15	1	1.093	1314/21634	91.36	315	ERS3967699_k141_136
ERR4757822_trimmed_1.fastq.gz	MortensenS_xxxx__WK062-2-G-48h-05H5_S120__bin.3.fa	0.0485	0.0591	96.32	0.112	95.10-97.75	0.112	0.07-0.16	1	1.056	432/12346	89.75	21	WK062-2-G-48h-05H5_S120_k141_82
ERR4757822_trimmed_1.fastq.gz	XieM_2019__SAMC044639__bin.32.fa	0.0450	0.0864	98.59	0.104	97.85-99.21	0.104	0.09-0.13	1	1.095	1257/19857	91.48	67	SAMC044639_k141_719
ERR4757822_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811137__bin.9.fa	0.0348	0.0672	98.20	0.080	97.29-99.00	0.080	0.06-0.10	1	1.101	874/19807	90.42	44	NODE_13_length_192530_cov_13.6963_ID_23629
ERR4757822_trimmed_1.fastq.gz	AlvarezOrdonezA_xxxx__Q04-21__bin.16.fa	0.0248	0.0531	97.01	0.057	95.63-98.50	0.057	0.03-0.08	1	1.107	477/22071	88.37	421	Q04-21_k141_3887
ERR4757822_trimmed_1.fastq.gz	GCA_003243815.1_ASM324381v1_genomic.fa	0.0223	0.1315	99.87	0.051	99.28-100.50	0.051	0.04-0.06	1	1.149	2887/59815	90.69	0	GCA_003243815.1_ASM324381v1_genomic_QELA01000001.1 [Candida] sake strain CBA6005 contig1, whole genome shotgun sequence
ERR4757822_trimmed_1.fastq.gz	MASTER_WP4_CSIC_1__P2146_73322__bin.6.fa	0.0133	0.0200	97.48	0.031	94.35-98.00	0.031	0.03-0.06	1	1.167	240/15450	87.43	27	P2146_73322_k141_247
