Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
ERR2014805_trimmed_1.fastq.gz	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6.fa	35.8562	28.3243	98.97	25.000	NA-NA	HIGH	NA-NA	25	24.583	5642/7783	98.97	0	WK002-1-L-48h-01F6_S30_k141_2565
ERR2014805_trimmed_1.fastq.gz	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101.fa	21.5137	27.4945	98.31	15.000	NA-NA	HIGH	NA-NA	15	15.141	7203/12230	98.31	8	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence
ERR2014805_trimmed_1.fastq.gz	WalshAM_2017__ERS1739834__bin.1.fa	17.5337	13.2993	99.98	12.225	NA-NA	HIGH	NA-NA	12	12.225	7444/7489	99.98	0	ERS1739834_k141_1514
ERR2014805_trimmed_1.fastq.gz	YouL_2022__SRR13308520__bin.4.fa	7.9453	6.8278	98.84	5.540	NA-NA	HIGH	NA-NA	5	5.540	5738/8244	98.84	0	NODE_37_length_133389_cov_15.7682_ID_27250
ERR2014805_trimmed_1.fastq.gz	MAG_19.fa	5.1811	12.1084	98.99	3.612	NA-NA	HIGH	NA-NA	3	3.612	16694/22889	98.99	0	MAG_19_0
ERR2014805_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_286__bin.4.fa	4.5118	4.8118	99.27	3.146	NA-NA	HIGH	NA-NA	3	3.146	8351/10478	99.27	0	NODE_10_length_98713_cov_16.0000_ID_19272
ERR2014805_trimmed_1.fastq.gz	YulandiA_2020__SRS6115052__bin.21.fa	2.7543	2.2789	98.11	1.920	98.03-98.18	1.920	1.82-1.99	2	2.383	3763/7955	97.61	11	SRS6115052_k141_129
ERR2014805_trimmed_1.fastq.gz	MAG_501.fa	2.5033	2.5532	96.62	1.745	96.53-96.75	1.745	1.60-1.85	2	2.248	2765/9710	96.03	10	MAG_501_0
ERR2014805_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2603__bin.2.fa	0.5679	0.4804	96.81	0.396	96.39-97.19	0.396	0.34-0.46	1	1.246	995/8308	93.38	0	P2603_k141_86142
ERR2014805_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	0.4990	0.6921	98.15	0.348	97.86-98.40	0.348	0.32-0.38	1	1.175	2253/13589	94.37	8	NODE_1_length_274429_cov_22.9992_ID_7781
ERR2014805_trimmed_1.fastq.gz	KharnaiorP_2023__SRR22859379__bin.8.fa	0.3625	0.2568	99.09	0.253	98.59-99.55	0.253	0.21-0.30	1	1.141	1152/6826	94.42	0	NODE_3_length_161229_cov_37.0000_ID_62026
ERR2014805_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_2__VB16-22__bin.7.fa	0.2112	0.2665	96.73	0.147	95.84-97.40	0.147	0.11-0.19	1	1.129	565/11536	90.73	29	VB16-22_k141_485
ERR2014805_trimmed_1.fastq.gz	FontanaF_2023__SRR20746979__bin.3.fa	0.1503	0.1138	96.43	0.105	95.19-98.29	0.105	0.05-0.16	1	1.153	242/7154	89.65	10	NODE_10_length_61143_cov_28.9945_ID_1888
ERR2014805_trimmed_1.fastq.gz	GCF_004771075.1_ASM477107v1_genomic.fa	0.1430	0.1413	97.36	0.100	95.95-98.70	0.100	0.06-0.16	1	1.060	398/9278	90.34	18	GCF_004771075.1_ASM477107v1_genomic_NZ_CP027563.1 Weissella confusa strain VTT E-133279 chromosome, complete genome
ERR2014805_trimmed_1.fastq.gz	FontanaF_2023__SRR20746839__bin.4.fa	0.0729	0.0549	96.57	0.051	93.23-96.92	0.051	0.05-0.14	1	1.048	125/7322	87.70	11	NODE_2_length_148631_cov_25.9785_ID_15265
ERR2014805_trimmed_1.fastq.gz	LeechJ_2020__ERS3967688__bin.2.fa	0.0727	0.1437	99.25	0.051	97.95-100.55	0.051	0.03-0.07	1	1.117	753/19017	90.11	206	ERS3967688_k141_1437
ERR2014805_trimmed_1.fastq.gz	EBC_089.16.fa	0.0620	0.1016	96.01	0.043	93.82-97.07	0.043	0.03-0.09	1	1.021	189/15779	86.70	4	EBC_089.16_EBC_089_scaffold_51
ERR2014805_trimmed_1.fastq.gz	AlvarezOrdonezA_xxxx__C05-18__bin.6.fa	0.0589	0.0505	97.44	0.041	94.71-97.94	0.041	0.04-0.09	1	1.053	150/8331	87.85	2	C05-18_k141_315
