Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR27593206_trimmed_1.fastq.gz	Wy2_bin.circ.1.fa	67.9924	67.1205	99.43	136.000	NA-NA	HIGH	NA-NA	136	124.335	6255/7470	99.43	72	s8.ctg000010c
SRR27593206_trimmed_1.fastq.gz	GCF_006740305.1_ASM674030v1_genomic.fa	26.4970	27.1528	98.21	53.000	NA-NA	HIGH	NA-NA	53	51.321	4452/7797	98.21	12	GCF_006740305.1_ASM674030v1_genomic_NZ_AP019750.1 Lactobacillus delbrueckii subsp. delbrueckii strain NBRC 3202 chromosome, complete genome
SRR27593206_trimmed_1.fastq.gz	WalshAM_2017__ERS1739834__bin.1.fa	4.1255	3.7663	99.85	8.252	NA-NA	HIGH	NA-NA	8	8.252	7155/7489	99.85	0	ERS1739834_k141_1514
SRR27593206_trimmed_1.fastq.gz	YouL_2022__SRR13308520__bin.4.fa	0.4015	0.4153	98.50	0.803	98.32-98.68	0.803	0.74-0.86	1	1.539	2847/8244	96.63	0	NODE_37_length_133389_cov_15.7682_ID_27250
SRR27593206_trimmed_1.fastq.gz	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101.fa	0.2181	0.3355	98.41	0.436	98.18-98.67	0.436	0.39-0.47	1	1.280	2638/12230	95.17	14	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence
SRR27593206_trimmed_1.fastq.gz	LeechJ_xxxx__AF15__bin.4.fa	0.1993	0.4024	98.02	0.399	97.81-98.28	0.399	0.36-0.43	1	1.214	2820/15952	94.56	7	AF15_k141_25
SRR27593206_trimmed_1.fastq.gz	MAG_107.fa	0.1883	0.1287	95.44	0.377	94.80-96.02	0.377	0.30-0.47	1	1.248	404/5466	91.94	347	MAG_107_0
SRR27593206_trimmed_1.fastq.gz	FontanaF_2023__SRR20746839__bin.4.fa	0.1137	0.1031	98.65	0.227	98.10-99.21	0.227	0.19-0.27	1	1.137	982/7322	93.72	0	NODE_2_length_148631_cov_25.9785_ID_15265
SRR27593206_trimmed_1.fastq.gz	LeechJ_2020__ERS3967702__bin.3.fa	0.0671	0.1009	96.16	0.134	95.05-97.15	0.134	0.10-0.19	1	1.063	445/11918	89.94	3	ERS3967702_k141_103
SRR27593206_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602153__bin.4.fa	0.0485	0.1044	98.63	0.097	97.82-99.20	0.097	0.08-0.13	1	1.048	1060/17572	91.34	0	NODE_1_length_695767_cov_46.0000_ID_85857
SRR27593206_trimmed_1.fastq.gz	FontanaF_2023__SRR20746854__bin.2.fa	0.0459	0.1101	97.60	0.092	96.64-98.51	0.092	0.07-0.13	1	1.054	801/19352	90.24	0	NODE_7_length_112150_cov_14.2384_ID_46122
SRR27593206_trimmed_1.fastq.gz	MAG_312.fa	0.0259	0.0480	98.76	0.052	97.09-100.45	0.052	0.03-0.09	1	1.025	515/15037	89.69	0	MAG_312_0
SRR27593206_trimmed_1.fastq.gz	XieM_2019__SAMC044639__bin.9.fa	0.0230	0.0546	95.71	0.046	93.51-97.33	0.046	0.03-0.09	1	1.023	222/19194	86.60	335	SAMC044639_k141_849
SRR27593206_trimmed_1.fastq.gz	MASTER_WP4_UNINA_2__O-30__bin.2.fa	0.0221	0.0317	98.63	0.044	96.47-100.91	0.044	0.02-0.08	1	1.022	323/11417	89.14	0	O-30_k141_371
SRR27593206_trimmed_1.fastq.gz	EBC_024.4.fa	0.0163	0.0887	95.30	0.033	93.54-96.96	0.033	0.02-0.06	1	1.026	313/43386	85.29	0	EBC_024.4_EBC_024_scaffold_13
SRR27593206_trimmed_1.fastq.gz	P.1_bin.1.fa	0.0154	0.0372	96.53	0.031	93.85-96.71	0.031	0.03-0.07	1	1.015	198/19536	86.23	19	P.1_bin.1_k77_21174
