Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR10664431_trimmed_1.fastq.gz	ZhaoCC_2020__SRS5803192__bin.21.fa	82.2005	87.2796	99.65	350.000	NA-NA	HIGH	NA-NA	350	272.269	6950/7746	99.65	535	SRS5803192_k141_856
SRR10664431_trimmed_1.fastq.gz	ZhaoCC_2020__SRS5803193__bin.1.fa	8.9246	7.9480	99.90	38.000	NA-NA	HIGH	NA-NA	38	70.451	6285/6485	99.90	0	SRS5803193_k141_9
SRR10664431_trimmed_1.fastq.gz	ZhaoCC_2020__SRS5803191__bin.31.fa	7.7503	3.8295	100.00	33.000	NA-NA	HIGH	NA-NA	33	34.133	3604/3604	100.00	0	SRS5803191_k141_17531
SRR10664431_trimmed_1.fastq.gz	ZhaoCC_2020__SRS5803192__bin.11.fa	0.5429	0.3794	99.78	2.312	99.71-99.85	2.312	2.16-2.47	2	2.643	4290/5097	99.45	0	SRS5803192_k141_577
SRR10664431_trimmed_1.fastq.gz	ZhaoCC_2020__SRS5803194__bin.38.fa	0.1925	0.2089	99.83	0.820	99.70-99.97	0.820	0.77-0.87	1	1.585	4296/7959	98.03	0	SRS5803194_k141_1107
SRR10664431_trimmed_1.fastq.gz	MASTER_WP4_UNINA_1__TA012_71775__bin.15.fa	0.1234	0.1089	98.87	0.526	98.67-99.12	0.526	0.48-0.58	1	1.309	1823/6335	96.06	7	TA012_71775_k141_519
SRR10664431_trimmed_1.fastq.gz	ZhaoCC_2020__SRS5803193__bin.3.fa	0.0841	0.0845	99.62	0.358	99.33-99.93	0.358	0.32-0.40	1	1.254	1961/7342	95.83	50	SRS5803193_k141_761
SRR10664431_trimmed_1.fastq.gz	ZhaoCC_2020__SRS5803193__bin.14.fa	0.0546	0.0420	99.65	0.233	99.14-100.13	0.233	0.19-0.27	1	1.134	1053/5654	94.72	0	SRS5803193_k141_156
SRR10664431_trimmed_1.fastq.gz	ZhaoCC_2020__SRS5803194__bin.35.fa	0.0535	0.0241	97.97	0.228	97.14-98.71	0.228	0.17-0.29	1	1.134	358/3314	93.07	0	SRS5803194_k141_946
SRR10664431_trimmed_1.fastq.gz	MAG_308.fa	0.0525	0.0542	97.75	0.224	97.14-98.31	0.224	0.18-0.27	1	1.113	746/7497	92.83	0	MAG_308_0
SRR10664431_trimmed_1.fastq.gz	MASTER_WP4_UNINA_1__TA012_71775__bin.5.fa	0.0123	0.0216	95.53	0.052	93.32-96.75	0.052	0.04-0.11	1	1.050	160/12803	86.82	1	TA012_71775_k141_9559
SRR10664431_trimmed_1.fastq.gz	LeechJ_xxxx__AF15__bin.4.fa	0.0087	0.0193	98.24	0.037	95.92-100.66	0.037	0.02-0.07	1	1.116	337/15952	88.30	0	AF15_k141_25
