Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR27593192_trimmed_1.fastq.gz	LeechJ_xxxx__AF55__bin.16.fa	41.9828	36.3460	100.00	156.000	NA-NA	HIGH	NA-NA	156	158.916	6910/6910	100.00	0	AF55_k141_122
SRR27593192_trimmed_1.fastq.gz	LeechJ_xxxx__AF21__bin.7.fa	15.3399	10.3212	99.88	57.000	NA-NA	HIGH	NA-NA	57	57.603	5364/5564	99.88	141	AF21_k141_398
SRR27593192_trimmed_1.fastq.gz	MortensenS_xxxx__WK042-1-L-48h-03G1_S74__bin.2.fa	12.1104	12.8588	98.53	45.000	NA-NA	HIGH	NA-NA	45	42.063	5673/8968	98.53	6	WK042-1-L-48h-03G1_S74_k141_1065
SRR27593192_trimmed_1.fastq.gz	MortensenS_xxxx__WK031-1-L-48h-03B2_S30__bin.1.fa	11.8413	12.7292	98.60	44.000	NA-NA	HIGH	NA-NA	44	38.582	5672/8772	98.60	78	WK031-1-L-48h-03B2_S30_k141_309
SRR27593192_trimmed_1.fastq.gz	LeechJ_xxxx__AF55__bin.3.fa	4.8442	2.3978	100.00	18.000	NA-NA	HIGH	NA-NA	18	18.340	4003/4003	100.00	0	AF55_k141_963
SRR27593192_trimmed_1.fastq.gz	FontanaF_2023__SRR20746839__bin.4.fa	2.4069	2.1520	98.31	8.944	NA-NA	HIGH	NA-NA	9	8.944	4321/7322	98.31	6	NODE_2_length_148631_cov_25.9785_ID_15265
SRR27593192_trimmed_1.fastq.gz	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44.fa	2.0391	12.9354	99.37	7.577	NA-NA	HIGH	NA-NA	7	7.577	40431/49112	99.37	0	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44_CM006479.1 Saccharomyces cerevisiae strain beer044 chromosome I, whole genome shotgun sequence
SRR27593192_trimmed_1.fastq.gz	LeechJ_xxxx__AF55__bin.6.fa	1.8233	2.6218	99.99	6.775	NA-NA	HIGH	NA-NA	7	6.775	11638/11668	99.99	0	AF55_k141_148
SRR27593192_trimmed_1.fastq.gz	LeechJ_xxxx__AF55__bin.10.fa	1.7981	1.0392	99.96	6.681	NA-NA	HIGH	NA-NA	6	6.681	4596/4649	99.96	46	AF55_k141_272
SRR27593192_trimmed_1.fastq.gz	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5.fa	1.2688	1.1417	99.36	4.715	NA-NA	HIGH	NA-NA	4	4.715	6045/7379	99.36	8	WK028-2-L-48h-03A1_S20_k141_3165
SRR27593192_trimmed_1.fastq.gz	MortensenS_xxxx__WK006-2-G-48h-01C9_S6__bin.4.fa	0.6061	0.7683	99.26	2.252	99.21-99.41	2.252	1.93-2.37	2	2.747	6836/9601	98.91	4	WK006-2-G-48h-01C9_S6_k141_210
SRR27593192_trimmed_1.fastq.gz	LeechJ_xxxx__AF51__bin.9.fa	0.4522	0.2559	99.62	1.680	99.51-99.72	1.680	1.52-1.82	2	2.559	3200/4432	98.95	0	AF51_k141_148
SRR27593192_trimmed_1.fastq.gz	SRR10454486C2703_ghanensis_assembly.fa	0.4440	0.6035	98.49	1.650	98.40-98.55	1.650	1.56-1.74	2	2.222	5589/11078	97.82	379	SRR10454486C0
SRR27593192_trimmed_1.fastq.gz	ChaconVargasK_2020__SRS6087094__bin.10.fa	0.4353	0.3965	98.64	1.617	98.53-98.73	1.617	1.54-1.74	2	2.365	3856/7351	97.94	0	SRS6087094_k141_118
SRR27593192_trimmed_1.fastq.gz	GCF_004014775.2_ASM401477v2_genomic.fa	0.3552	0.5924	97.58	1.320	97.45-97.71	1.320	1.22-1.39	2	2.269	4517/13139	96.61	2568	GCF_004014775.2_ASM401477v2_genomic_NZ_CP042808.1 Acetobacter oryzoeni strain B6 chromosome, complete genome
SRR27593192_trimmed_1.fastq.gz	LeechJ_xxxx__AF84__bin.19.fa	0.2814	0.2241	98.67	1.046	98.54-98.84	1.046	0.97-1.12	1	1.643	2723/6340	97.31	15	AF84_k141_917
SRR27593192_trimmed_1.fastq.gz	MAG_15.fa	0.2688	0.3743	98.73	0.999	98.62-98.83	0.999	0.94-1.05	1	1.765	4833/11359	97.28	56	MAG_15_0
SRR27593192_trimmed_1.fastq.gz	LeechJ_xxxx__AF23__bin.9.fa	0.2125	0.1740	99.45	0.790	99.29-99.63	0.790	0.72-0.85	1	1.781	3050/6484	97.60	61	AF23_k141_187
SRR27593192_trimmed_1.fastq.gz	MortensenS_xxxx__WK023-1-L-48h-02G3_S117__bin.1.fa	0.1824	0.1930	96.86	0.678	96.59-97.14	0.678	0.60-0.75	1	1.414	1601/8642	94.71	1094	WK023-1-L-48h-02G3_S117_k141_1117
SRR27593192_trimmed_1.fastq.gz	MAG_116.fa	0.1686	0.1014	99.25	0.626	98.97-99.48	0.626	0.57-0.70	1	1.365	1751/4679	96.88	20	MAG_116_0
SRR27593192_trimmed_1.fastq.gz	MortensenS_xxxx__WK040-2-L-48h-03F4_S68__bin.4.fa	0.1647	0.2147	98.43	0.612	98.24-98.62	0.612	0.56-0.65	1	1.405	2991/10670	95.98	371	WK040-2-L-48h-03F4_S68_k141_241
SRR27593192_trimmed_1.fastq.gz	MortensenS_xxxx__WK032-1-L-48h-03B6_S34__bin.2.fa	0.1383	0.1919	97.17	0.514	96.89-97.47	0.514	0.45-0.57	1	1.539	1875/11346	94.36	2069	WK032-1-L-48h-03B6_S34_k141_400
