Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
ERR4757859_trimmed_1.fastq.gz	SRR10454517C1506_cerevisiae_assembly.fa	72.6742	72.7723	97.81	100.000	NA-NA	HIGH	NA-NA	100	98.928	6861/13609	97.81	27	SRR10454517C0
ERR4757859_trimmed_1.fastq.gz	MortensenS_xxxx__WK062-2-G-48h-05H5_S120__bin.3.fa	14.5348	13.4944	98.44	20.000	NA-NA	HIGH	NA-NA	20	20.198	7580/12346	98.44	15	WK062-2-G-48h-05H5_S120_k141_82
ERR4757859_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	2.5098	2.4886	99.02	3.454	NA-NA	HIGH	NA-NA	3	3.454	10021/13589	99.02	1	NODE_1_length_274429_cov_22.9992_ID_7781
ERR4757859_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2596__bin.6.fa	2.0651	2.8625	98.75	2.842	NA-NA	HIGH	NA-NA	3	2.842	12607/18638	98.75	167	P2596_k141_212
ERR4757859_trimmed_1.fastq.gz	DeFilippisF_xxxx__DF_30__bin.3.fa	1.3924	0.9927	97.35	1.916	97.26-97.46	1.916	1.79-2.00	2	2.362	3544/9525	96.86	37	DF_30_k141_145
ERR4757859_trimmed_1.fastq.gz	MAG_15.fa	1.3448	1.1281	99.95	1.850	99.89-99.99	1.850	1.78-1.95	2	2.355	9436/11359	99.40	0	MAG_15_0
ERR4757859_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2587__bin.9.fa	1.3087	2.2349	99.29	1.801	99.24-99.34	1.801	1.73-1.87	2	2.406	15415/23009	98.72	0	P2587_k141_467
ERR4757859_trimmed_1.fastq.gz	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5.fa	0.7344	0.3981	99.21	1.011	99.06-99.35	1.011	0.94-1.08	1	1.624	3669/7379	97.77	0	WK028-2-L-48h-03A1_S20_k141_3165
ERR4757859_trimmed_1.fastq.gz	LeechJ_2020__ERS3967703__bin.6.fa	0.6390	0.3712	99.83	0.879	99.72-99.97	0.879	0.83-0.93	1	1.524	4398/7915	98.12	0	ERS3967703_k141_852
ERR4757859_trimmed_1.fastq.gz	LeechJ_2020__ERS3967706__bin.3.fa	0.6115	0.4263	99.80	0.841	99.69-99.94	0.841	0.80-0.88	1	1.464	5078/9505	98.00	1	ERS3967706_k141_98
ERR4757859_trimmed_1.fastq.gz	MASTER_WP4_TEAGASC_1__TGS08-29__bin.64.fa	0.3008	0.5101	98.39	0.414	98.22-98.57	0.414	0.38-0.44	1	1.222	4761/23201	95.02	81	TGS08-29_k141_17440
ERR4757859_trimmed_1.fastq.gz	EBC_147.23.fa	0.2925	0.4973	98.65	0.403	98.46-98.81	0.403	0.38-0.42	1	1.240	4880/22448	95.20	30	EBC_147.23_EBC_147_scaffold_41
