Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR13308525_trimmed_1.fastq.gz	FontanaF_2023__SRR20746979__bin.3.fa	96.5912	87.7779	99.52	6343.000	NA-NA	HIGH	NA-NA	6343	5878.205	6161/7154	99.52	35	NODE_10_length_61143_cov_28.9945_ID_1888
SRR13308525_trimmed_1.fastq.gz	EBC_024.4.fa	1.7817	9.6722	98.69	117.000	NA-NA	HIGH	NA-NA	117	113.129	28801/43386	98.69	142	EBC_024.4_EBC_024_scaffold_13
SRR13308525_trimmed_1.fastq.gz	MAG_501.fa	0.5330	0.6525	99.17	35.000	NA-NA	HIGH	NA-NA	35	32.745	7489/9710	99.17	39	MAG_501_0
SRR13308525_trimmed_1.fastq.gz	SalgadoTS_2021__SRR13801804__bin.3.fa	0.3655	0.4329	99.98	24.000	NA-NA	HIGH	NA-NA	24	23.792	9604/9652	99.98	0	NODE_1_length_182977_cov_70.9954_ID_2060
SRR13308525_trimmed_1.fastq.gz	GCF_009428965.1_ASM942896v1_genomic.fa	0.1447	0.1327	99.42	9.499	NA-NA	HIGH	NA-NA	9	9.499	5902/7077	99.42	8	GCF_009428965.1_ASM942896v1_genomic_NZ_CP045530.1 Limosilactobacillus pontis strain LP475 chromosome, complete genome
SRR13308525_trimmed_1.fastq.gz	MAG_S8.fa	0.1271	0.1301	99.30	8.343	NA-NA	HIGH	NA-NA	9	8.343	6575/8185	99.30	399	MAG_S8_NODE_23_length_137624_cov_30.0706
SRR13308525_trimmed_1.fastq.gz	GCF_002276885.1_ASM227688v1_genomic.fa	0.0977	0.1304	99.36	6.417	NA-NA	HIGH	NA-NA	7	6.417	8764/10692	99.36	208	GCF_002276885.1_ASM227688v1_genomic_NZ_NCXA01000099.1 Lentilactobacillus parakefiri strain KR NODE_100_length_1145_cov_335.802, whole genome shotgun sequence
SRR13308525_trimmed_1.fastq.gz	GCF_011074885.1_ASM1107488v2_genomic.fa	0.0910	0.6405	96.25	5.979	NA-NA	HIGH	NA-NA	6	5.979	16545/54094	96.25	6	GCF_011074885.1_ASM1107488v2_genomic_NC_054682.1 Brettanomyces bruxellensis chromosome 1, complete sequence
SRR13308525_trimmed_1.fastq.gz	SRR10454511C706_acetobacter_assembly.fa	0.0511	0.0721	98.53	3.353	NA-NA	HIGH	NA-NA	3	3.353	7297/11554	98.53	1564	SRR10454511C0
SRR13308525_trimmed_1.fastq.gz	MortensenS_xxxx__WK062-2-G-48h-05H5_S120__bin.3.fa	0.0247	0.0386	98.64	1.624	98.57-98.70	1.624	1.55-1.71	2	2.302	6503/12346	97.95	77	WK062-2-G-48h-05H5_S120_k141_82
SRR13308525_trimmed_1.fastq.gz	MASTER_WP4_TEAGASC_1__TGS12-29__bin.6.fa	0.0203	0.0260	98.87	1.331	98.78-98.97	1.331	1.25-1.41	2	1.876	5367/10372	97.90	28	TGS12-29_k141_701
SRR13308525_trimmed_1.fastq.gz	MortensenS_xxxx__WK032-1-L-48h-03B6_S34__bin.2.fa	0.0169	0.0237	99.51	1.107	99.39-99.58	1.107	1.06-1.17	2	2.809	6530/11346	98.23	0	WK032-1-L-48h-03B6_S34_k141_400
SRR13308525_trimmed_1.fastq.gz	LeechJ_xxxx__AF51__bin.9.fa	0.0163	0.0093	97.96	1.071	97.78-98.19	1.071	0.95-1.16	2	2.253	1540/4432	96.65	1144	AF51_k141_148
SRR13308525_trimmed_1.fastq.gz	YouL_2022__SRR13308520__bin.4.fa	0.0152	0.0157	99.43	0.999	99.32-99.53	0.999	0.94-1.05	1	1.632	4368/8244	97.97	5	NODE_37_length_133389_cov_15.7682_ID_27250
SRR13308525_trimmed_1.fastq.gz	GCF_004014775.2_ASM401477v2_genomic.fa	0.0137	0.0230	96.45	0.897	96.24-96.60	0.897	0.84-0.97	1	1.973	2557/13139	94.86	3473	GCF_004014775.2_ASM401477v2_genomic_NZ_CP042808.1 Acetobacter oryzoeni strain B6 chromosome, complete genome
SRR13308525_trimmed_1.fastq.gz	FontanaF_2023__SRR20746839__bin.4.fa	0.0136	0.0123	98.82	0.892	98.63-99.00	0.892	0.82-0.97	1	1.567	2998/7322	97.16	13	NODE_2_length_148631_cov_25.9785_ID_15265
