Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
ERR4757848_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602150__bin.9.fa	24.1940	26.0910	98.55	41.000	NA-NA	HIGH	NA-NA	41	40.466	6387/10040	98.55	143	NODE_36_length_112572_cov_15.0000_ID_47355
ERR4757848_trimmed_1.fastq.gz	MAG_116.fa	20.0633	10.6282	98.76	34.000	NA-NA	HIGH	NA-NA	34	30.917	3175/4679	98.76	78	MAG_116_0
ERR4757848_trimmed_1.fastq.gz	MortensenS_xxxx__WK023-1-L-48h-02G3_S117__bin.1.fa	19.4732	18.1549	97.17	33.000	NA-NA	HIGH	NA-NA	33	29.994	3546/8642	97.17	1853	WK023-1-L-48h-02G3_S117_k141_1117
ERR4757848_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	14.7525	21.3926	99.55	25.000	NA-NA	HIGH	NA-NA	25	24.185	11812/13589	99.55	20	NODE_1_length_274429_cov_22.9992_ID_7781
ERR4757848_trimmed_1.fastq.gz	LeechJ_2020__ERS3967740__bin.10.fa	5.8124	5.2382	99.89	9.850	NA-NA	HIGH	NA-NA	10	9.850	7951/8220	99.89	0	ERS3967740_k141_2100
ERR4757848_trimmed_1.fastq.gz	LeechJ_2020__ERS3967691__bin.13.fa	4.2683	3.8774	99.62	7.233	NA-NA	HIGH	NA-NA	7	7.233	7330/8251	99.62	1	ERS3967691_k141_96
ERR4757848_trimmed_1.fastq.gz	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072.fa	1.8984	1.7981	99.28	3.217	NA-NA	HIGH	NA-NA	3	3.217	6825/8532	99.28	27	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072_NZ_CP025136.1 Lactobacillus sakei strain WiKim0072 chromosome, complete genome
ERR4757848_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_245__bin.2.fa	1.7353	1.2288	98.70	2.941	NA-NA	HIGH	NA-NA	3	2.941	4364/6553	98.70	91	NODE_1_length_160535_cov_17.2789_ID_55527
ERR4757848_trimmed_1.fastq.gz	LeechJ_2020__ERS3967740__bin.11.fa	1.0907	1.3189	100.00	1.848	99.97-100.09	1.848	1.76-1.94	2	2.337	9465/11163	99.47	0	ERS3967740_k141_286
ERR4757848_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	1.0878	1.0436	99.60	1.843	99.54-99.66	1.843	1.73-1.92	2	2.554	6641/8865	99.07	33	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome
ERR4757848_trimmed_1.fastq.gz	MAG_501.fa	0.9393	1.0017	99.18	1.592	99.09-99.25	1.592	1.52-1.68	2	2.449	5993/9710	98.46	2	MAG_501_0
ERR4757848_trimmed_1.fastq.gz	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5.fa	0.6848	0.5429	99.71	1.160	99.60-99.82	1.160	1.09-1.23	2	1.899	4648/7379	98.52	0	WK028-2-L-48h-03A1_S20_k141_3165
ERR4757848_trimmed_1.fastq.gz	GCF_019655995.1_ASM1965599v1_genomic.fa	0.6378	0.5217	97.90	1.081	97.79-98.06	1.081	0.99-1.15	1	1.775	2645/7647	96.63	244	GCF_019655995.1_ASM1965599v1_genomic_NZ_BPKV01000001.1 Leuconostoc holzapfelii strain JCM 16942 contig1, whole genome shotgun sequence
