Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR13496632_trimmed_1.fastq.gz	MAG_501.fa	27.8536	13.0675	99.27	39.000	NA-NA	HIGH	NA-NA	39	39.980	7742/9710	99.27	1	MAG_501_0
SRR13496632_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811223__bin.4.fa	24.2826	14.8107	99.85	34.000	NA-NA	HIGH	NA-NA	34	32.427	12264/12850	99.85	3	NODE_3_length_103388_cov_45.8805_ID_15969
SRR13496632_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_1__DC18-F-AR__bin.16.fa	15.7123	8.1161	99.83	22.000	NA-NA	HIGH	NA-NA	22	21.403	10133/10683	99.83	0	DC18-F-AR_k141_2738
SRR13496632_trimmed_1.fastq.gz	C-R03.bin.3.fa	14.9981	40.7210	99.99	21.000	NA-NA	HIGH	NA-NA	21	21.054	56582/56765	99.99	0	C-R03.bin.3_NODE_5_length_108655_cov_7.11866
SRR13496632_trimmed_1.fastq.gz	MASTER_WP4_UNINA_1__GO005_71775__bin.6.fa	4.5396	11.0205	99.85	6.356	NA-NA	HIGH	NA-NA	6	6.356	49065/51361	99.85	14	GO005_71775_k141_129
SRR13496632_trimmed_1.fastq.gz	MASTER_WP4_CSIC_1__P2137_73322__bin.20.fa	3.0931	1.1522	99.48	4.331	NA-NA	HIGH	NA-NA	4	4.331	6586/7734	99.48	0	P2137_73322_k141_3231
SRR13496632_trimmed_1.fastq.gz	MASTER_WP4_CSIC_1__P2246_73323__bin.19.fa	2.2553	4.8424	99.78	3.158	NA-NA	HIGH	NA-NA	3	3.158	42524/45509	99.78	13	P2246_73323_k141_1723
SRR13496632_trimmed_1.fastq.gz	PothakosV_2020__ERS2068300__bin.15.fa	1.5975	1.3809	99.97	2.237	99.93-100.00	2.237	2.15-2.33	2	2.583	15875/17953	99.60	11	ERS2068300_k141_9406
SRR13496632_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2561__bin.3.fa	1.1307	1.7809	99.88	1.583	99.84-99.92	1.583	1.53-1.62	2	2.032	25332/33103	99.14	16	P2561_k141_39
SRR13496632_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	0.8961	0.5716	99.40	1.255	99.33-99.47	1.255	1.21-1.32	2	1.872	8065/13589	98.33	0	NODE_1_length_274429_cov_22.9992_ID_7781
SRR13496632_trimmed_1.fastq.gz	C-R03.bin.7.fa	0.7041	0.2956	99.68	0.986	99.56-99.80	0.986	0.93-1.05	1	1.714	5028/8858	98.19	0	C-R03.bin.7_NODE_21_length_76843_cov_8.28573
SRR13496632_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	0.6509	0.2747	99.06	0.911	98.94-99.21	0.911	0.85-0.96	1	1.544	3962/8865	97.44	19	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome
SRR13496632_trimmed_1.fastq.gz	EBC_098.8.fa	0.3829	0.2758	96.94	0.536	96.74-97.14	0.536	0.49-0.58	1	1.298	2408/15203	94.23	1	EBC_098.8_EBC_098_scaffold_69
SRR13496632_trimmed_1.fastq.gz	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38.fa	0.3267	0.1299	98.91	0.457	98.65-99.21	0.457	0.41-0.49	1	1.265	2098/8010	95.77	12	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38_NZ_CP017124.1 Lactobacillus curvatus strain WiKim38, complete genome
SRR13496632_trimmed_1.fastq.gz	BertuzziAS_2018__ERS2032125__bin.2.fa	0.2346	0.1772	99.06	0.328	98.86-99.28	0.328	0.30-0.36	1	1.170	3252/15570	95.07	4	ERS2032125_k141_78
SRR13496632_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2574__bin.24.fa	0.2098	0.5361	99.88	0.294	99.76-100.00	0.294	0.28-0.30	1	1.157	13092/53329	95.57	0	P2574_k141_755
SRR13496632_trimmed_1.fastq.gz	LeechJ_xxxx__AF84__bin.19.fa	0.1678	0.0518	98.97	0.235	98.48-99.56	0.235	0.19-0.28	1	1.146	966/6340	94.11	74	AF84_k141_917
SRR13496632_trimmed_1.fastq.gz	ODFM-BA-A-0141-001_Corynebacterium_flavescens_CCUG_28791T.fa	0.1384	0.0765	99.07	0.194	98.67-99.44	0.194	0.17-0.22	1	1.095	1536/11599	93.69	22	ODFM-BA-A-0141-001_Corynebacterium_flavescens_CCUG_28791T_NZ_VXKK01000001.1 Corynebacterium flavescens strain CCUG 28791T contig_0000001, whole genome shotgun sequence
SRR13496632_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_227__bin.5.fa	0.1368	0.0738	99.30	0.192	98.78-99.66	0.192	0.17-0.22	1	1.099	1570/11189	93.86	14	NODE_13_length_120594_cov_11.9989_ID_9743
SRR13496632_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602150__bin.9.fa	0.1122	0.0532	98.98	0.157	98.34-99.61	0.157	0.13-0.19	1	1.168	1063/10040	93.01	64	NODE_36_length_112572_cov_15.0000_ID_47355
SRR13496632_trimmed_1.fastq.gz	YulandiA_2020__SRS6115052__bin.21.fa	0.0936	0.0356	95.93	0.131	94.76-97.73	0.131	0.07-0.19	1	1.455	275/7955	89.71	191	SRS6115052_k141_129
SRR13496632_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_286__bin.4.fa	0.0900	0.0441	98.77	0.126	98.06-99.41	0.126	0.10-0.16	1	1.126	855/10478	92.23	18	NODE_10_length_98713_cov_16.0000_ID_19272
SRR13496632_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_2__VB10-22__bin.21.fa	0.0765	0.1532	100.00	0.107	99.57-100.41	0.107	0.09-0.12	1	1.056	4340/42498	92.90	0	VB10-22_k141_587
SRR13496632_trimmed_1.fastq.gz	KharnaiorP_2023__SRR22859377__bin.19.fa	0.0509	0.0359	98.25	0.071	97.11-99.52	0.071	0.05-0.10	1	1.053	588/14655	90.15	21	NODE_192_length_32237_cov_27.0000_ID_122339
SRR13496632_trimmed_1.fastq.gz	GCF_006007945.1_ASM600794v1_genomic.fa	0.0480	0.0260	98.63	0.067	97.56-100.23	0.067	0.04-0.09	1	1.107	457/10479	90.39	9	GCF_006007945.1_ASM600794v1_genomic_NZ_CP040736.1 Companilactobacillus futsaii strain Y97 chromosome, complete genome
SRR13496632_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2584__bin.5.fa	0.0455	0.0273	97.78	0.064	96.13-99.48	0.064	0.04-0.11	1	1.031	389/12654	89.38	0	P2584_k141_383
SRR13496632_trimmed_1.fastq.gz	MASTER_WP4_TEAGASC_1__TGS02-22__bin.4.fa	0.0375	0.0800	98.82	0.053	97.99-99.67	0.053	0.04-0.07	1	1.063	1582/44611	89.79	51	TGS02-22_k141_154
SRR13496632_trimmed_1.fastq.gz	DuR_2020__DRS139333__bin.13.fa	0.0352	0.0886	97.44	0.049	96.49-98.55	0.049	0.03-0.07	1	1.088	1101/51035	88.36	31	DRS139333_k141_32
SRR13496632_trimmed_1.fastq.gz	WolfeBE_2014__575_CabotClothbound__bin.2.fa	0.0309	0.0176	96.81	0.043	94.66-97.96	0.043	0.03-0.08	1	1.041	195/12260	87.50	15	575_CabotClothbound_k119_875
SRR13496632_trimmed_1.fastq.gz	AlvarezOrdonezA_xxxx__Q06-25__bin.5.fa	0.0290	0.0143	97.05	0.041	94.17-97.51	0.041	0.04-0.09	1	1.222	167/10208	87.57	24	Q06-25_k141_1135
SRR13496632_trimmed_1.fastq.gz	MASTER_WP4_UNINA_1__AS006_71775__bin.7.fa	0.0283	0.0421	98.14	0.040	96.59-99.81	0.040	0.02-0.06	1	1.087	682/31401	88.38	20	AS006_71775_k141_28
SRR13496632_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2596__bin.7.fa	0.0117	0.0268	97.65	0.016	95.44-98.10	0.016	0.02-0.03	1	1.046	373/47905	85.50	17	P2596_k141_200
