Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR6313181_trimmed_1.fastq.gz	MAG_501.fa	42.1623	39.7980	99.49	31.000	NA-NA	HIGH	NA-NA	31	30.178	8275/9710	99.49	0	MAG_501_0
SRR6313181_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	23.1213	29.6769	99.72	17.000	NA-NA	HIGH	NA-NA	17	17.379	12461/13589	99.72	0	NODE_1_length_274429_cov_22.9992_ID_7781
SRR6313181_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602150__bin.9.fa	15.5790	14.8706	99.10	11.455	NA-NA	HIGH	NA-NA	11	11.455	7595/10040	99.10	123	NODE_36_length_112572_cov_15.0000_ID_47355
SRR6313181_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	14.1055	11.9780	99.22	10.371	NA-NA	HIGH	NA-NA	10	10.371	6946/8865	99.22	89	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome
SRR6313181_trimmed_1.fastq.gz	MortensenS_xxxx__WK023-1-L-48h-02G3_S117__bin.1.fa	1.6134	1.3314	97.20	1.186	97.05-97.36	1.186	1.08-1.28	2	1.871	2497/8642	96.07	1577	WK023-1-L-48h-02G3_S117_k141_1117
SRR6313181_trimmed_1.fastq.gz	MAG_116.fa	1.5919	0.7464	99.34	1.170	99.20-99.49	1.170	1.07-1.26	2	1.933	2643/4679	98.17	19	MAG_116_0
SRR6313181_trimmed_1.fastq.gz	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5.fa	0.7390	0.5186	99.71	0.543	99.49-99.91	0.543	0.50-0.59	1	1.341	2839/7379	96.97	0	WK028-2-L-48h-03A1_S20_k141_3165
SRR6313181_trimmed_1.fastq.gz	KharnaiorP_2023__SRR22859379__bin.8.fa	0.3794	0.2487	98.87	0.279	98.32-99.28	0.279	0.24-0.33	1	1.167	1170/6826	94.47	3	NODE_3_length_161229_cov_37.0000_ID_62026
SRR6313181_trimmed_1.fastq.gz	LeechJ_xxxx__AF84__bin.19.fa	0.3531	0.2193	97.15	0.260	96.46-97.84	0.260	0.20-0.32	1	1.174	662/6340	92.97	149	AF84_k141_917
SRR6313181_trimmed_1.fastq.gz	AlvarezOrdonezA_xxxx__Q02-30__bin.22.fa	0.1403	0.2973	99.05	0.103	98.45-99.57	0.103	0.09-0.12	1	1.055	1594/21884	91.90	1	Q02-30_k141_3773
SRR6313181_trimmed_1.fastq.gz	YouL_2022__SRR13308526__bin.24.fa	0.0935	0.1763	99.10	0.069	98.07-99.94	0.069	0.05-0.09	1	1.036	994/19793	90.80	35	NODE_37_length_141872_cov_18.1171_ID_20191
SRR6313181_trimmed_1.fastq.gz	PatroJN_2016__SRS1044738__bin.12.fa	0.0730	0.0581	98.46	0.054	96.25-100.51	0.054	0.03-0.10	1	1.019	270/8312	89.53	3	SRS1044738_k141_579
SRR6313181_trimmed_1.fastq.gz	MASTER_WP4_UNINA_1__AS107_71775__bin.1.fa	0.0483	0.0803	100.00	0.036	98.86-102.26	0.036	0.02-0.06	1	1.017	688/17439	90.10	0	AS107_71775_k141_1262
