Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
ERR4757806_trimmed_1.fastq.gz	LeechJ_2020__ERS3967722__bin.12.fa	20.7036	10.8372	97.27	34.000	NA-NA	HIGH	NA-NA	34	31.511	2086/4924	97.27	40	ERS3967722_k141_2919
ERR4757806_trimmed_1.fastq.gz	LeechJ_2020__ERS3967692__bin.3.fa	17.0500	21.6320	99.95	28.000	NA-NA	HIGH	NA-NA	28	29.003	11353/11531	99.95	1	ERS3967692_k141_68
ERR4757806_trimmed_1.fastq.gz	GCF_001438845.1_ASM143884v1_genomic.fa	10.9607	15.5579	97.75	18.000	NA-NA	HIGH	NA-NA	18	15.856	6346/12832	97.75	356	GCF_001438845.1_ASM143884v1_genomic_NZ_JQCL01000005.1 Lactiplantibacillus xiangfangensis strain LMG 26013 NODE_10, whole genome shotgun sequence
ERR4757806_trimmed_1.fastq.gz	MAG_116.fa	9.7429	5.2585	98.44	16.000	NA-NA	HIGH	NA-NA	16	15.144	2873/4679	98.44	105	MAG_116_0
ERR4757806_trimmed_1.fastq.gz	MortensenS_xxxx__WK023-1-L-48h-02G3_S117__bin.1.fa	9.1339	8.6762	96.74	15.000	NA-NA	HIGH	NA-NA	15	14.038	3091/8642	96.74	1773	WK023-1-L-48h-02G3_S117_k141_1117
ERR4757806_trimmed_1.fastq.gz	ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21.fa	6.3377	5.3003	99.55	10.408	NA-NA	HIGH	NA-NA	10	10.408	6529/7507	99.55	228	ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21_NZ_LJIV01000001.1 Leuconostoc lactis strain WIKIM21 contig00001, whole genome shotgun sequence
ERR4757806_trimmed_1.fastq.gz	FranciosaI_2021__SRR12227952__bin.4.fa	6.0871	8.7479	97.62	9.996	NA-NA	HIGH	NA-NA	10	9.996	6196/13068	97.62	1079	NODE_4_length_136482_cov_25.9989_ID_213579
ERR4757806_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602150__bin.9.fa	4.5550	5.0048	98.51	7.480	NA-NA	HIGH	NA-NA	7	7.480	6303/10040	98.51	103	NODE_36_length_112572_cov_15.0000_ID_47355
ERR4757806_trimmed_1.fastq.gz	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5.fa	4.3098	3.4810	99.59	7.078	NA-NA	HIGH	NA-NA	7	7.078	6487/7379	99.59	77	WK028-2-L-48h-03A1_S20_k141_3165
ERR4757806_trimmed_1.fastq.gz	LeechJ_2020__ERS3967691__bin.13.fa	4.1954	3.8830	99.99	6.890	NA-NA	HIGH	NA-NA	7	6.890	8236/8251	99.99	0	ERS3967691_k141_96
ERR4757806_trimmed_1.fastq.gz	GCF_019656055.1_ASM1965605v1_genomic.fa	1.1181	1.0158	99.79	1.836	99.72-99.84	1.836	1.77-1.91	2	2.398	6429/8099	99.26	6	GCF_019656055.1_ASM1965605v1_genomic_NZ_BPKY01000001.1 Leuconostoc miyukkimchii strain JCM 17445 contig1, whole genome shotgun sequence
ERR4757806_trimmed_1.fastq.gz	LeechJ_2020__ERS3967694__bin.5.fa	0.9190	5.1150	99.92	1.509	99.88-99.95	1.509	1.47-1.54	2	2.008	38079/50145	99.12	0	ERS3967694_k141_63
ERR4757806_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	0.8996	0.8793	99.62	1.477	99.53-99.69	1.477	1.41-1.55	2	2.117	6138/8865	98.82	115	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome
ERR4757806_trimmed_1.fastq.gz	LeechJ_2020__ERS3967741__bin.9.fa	0.7572	0.6665	99.30	1.244	99.19-99.36	1.244	1.18-1.31	2	1.837	4567/7988	98.21	80	ERS3967741_k141_666
