Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR16950701_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	54.2848	64.3345	99.88	667.000	NA-NA	HIGH	NA-NA	667	673.755	13075/13589	99.88	5	NODE_1_length_274429_cov_22.9992_ID_7781
SRR16950701_trimmed_1.fastq.gz	LeechJ_2020__ERS3967691__bin.13.fa	16.9284	12.5678	99.89	208.000	NA-NA	HIGH	NA-NA	208	228.596	7965/8251	99.89	4	ERS3967691_k141_96
SRR16950701_trimmed_1.fastq.gz	MAG_501.fa	7.8131	6.8096	99.54	96.000	NA-NA	HIGH	NA-NA	96	95.962	8423/9710	99.54	2	MAG_501_0
SRR16950701_trimmed_1.fastq.gz	MAG_116.fa	2.5230	1.0923	98.22	31.000	NA-NA	HIGH	NA-NA	31	32.887	2681/4679	98.22	717	MAG_116_0
SRR16950701_trimmed_1.fastq.gz	MortensenS_xxxx__WK023-1-L-48h-02G3_S117__bin.1.fa	2.4416	1.8604	96.39	30.000	NA-NA	HIGH	NA-NA	30	31.855	2767/8642	96.39	3051	WK023-1-L-48h-02G3_S117_k141_1117
SRR16950701_trimmed_1.fastq.gz	YuY_2022__SRR16950700__bin.23.fa	1.9533	1.4731	99.97	24.000	NA-NA	HIGH	NA-NA	24	23.617	8290/8371	99.97	0	NODE_137_length_39565_cov_54.0000_ID_37700
SRR16950701_trimmed_1.fastq.gz	YulandiA_2020__SRS6115052__bin.21.fa	1.8719	1.3235	99.33	23.000	NA-NA	HIGH	NA-NA	23	22.242	6451/7955	99.33	24	SRS6115052_k141_129
SRR16950701_trimmed_1.fastq.gz	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6.fa	1.7091	1.1537	98.98	21.000	NA-NA	HIGH	NA-NA	21	19.827	5664/7783	98.98	84	WK002-1-L-48h-01F6_S30_k141_2565
SRR16950701_trimmed_1.fastq.gz	MAG_107.fa	1.5463	0.7505	99.66	19.000	NA-NA	HIGH	NA-NA	19	13.231	4921/5466	99.66	38	MAG_107_0
SRR16950701_trimmed_1.fastq.gz	MortensenS_xxxx__WK031-1-L-48h-03B2_S30__bin.1.fa	1.4650	1.1339	99.73	18.000	NA-NA	HIGH	NA-NA	18	18.206	8079/8772	99.73	16	WK031-1-L-48h-03B2_S30_k141_309
SRR16950701_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602153__bin.4.fa	1.4650	2.2383	99.04	18.000	NA-NA	HIGH	NA-NA	18	18.478	13035/17572	99.04	76	NODE_1_length_695767_cov_46.0000_ID_85857
SRR16950701_trimmed_1.fastq.gz	YuY_2022__SRR16950702__bin.15.fa	1.3022	1.2633	99.93	16.000	NA-NA	HIGH	NA-NA	16	16.405	10609/10833	99.93	2	NODE_20_length_111749_cov_59.3787_ID_38744
SRR16950701_trimmed_1.fastq.gz	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5.fa	1.2334	0.7991	99.15	15.154	NA-NA	HIGH	NA-NA	14	15.154	5670/7379	99.15	37	WK028-2-L-48h-03A1_S20_k141_3165
SRR16950701_trimmed_1.fastq.gz	YuY_2022__SRR16950700__bin.19.fa	0.6972	0.4462	99.97	8.566	NA-NA	HIGH	NA-NA	8	8.566	7243/7305	99.97	0	NODE_60_length_69008_cov_15.0006_ID_75507
