Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
ERR4757825_trimmed_1.fastq.gz	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072.fa	61.7987	61.4901	99.94	173.000	NA-NA	HIGH	NA-NA	173	162.170	8374/8532	99.94	0	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072_NZ_CP025136.1 Lactobacillus sakei strain WiKim0072 chromosome, complete genome
ERR4757825_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	32.5069	32.7616	99.78	91.000	NA-NA	HIGH	NA-NA	91	92.081	8292/8865	99.78	6	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome
ERR4757825_trimmed_1.fastq.gz	LandisEA_2021__SRS5653132__bin.1.fa	1.3811	1.3056	99.53	3.866	NA-NA	HIGH	NA-NA	4	3.866	7119/8237	99.53	7	SRS5653132_k141_92
ERR4757825_trimmed_1.fastq.gz	GCF_000298875.1_ASM29887v1_genomic.fa	1.3171	1.2208	98.93	3.687	NA-NA	HIGH	NA-NA	3	3.687	5853/8160	98.93	70	GCF_000298875.1_ASM29887v1_genomic_NC_018631.1 Leuconostoc gelidum JB7, complete sequence
ERR4757825_trimmed_1.fastq.gz	MAG_501.fa	0.7528	0.8434	99.50	2.107	99.45-99.58	2.107	1.96-2.20	2	2.486	7312/9710	99.09	2	MAG_501_0
ERR4757825_trimmed_1.fastq.gz	LeechJ_2020__ERS3967741__bin.9.fa	0.6867	0.6232	97.83	1.922	97.76-97.92	1.922	1.78-1.99	2	2.560	3456/7988	97.33	2151	ERS3967741_k141_666
ERR4757825_trimmed_1.fastq.gz	LeechJ_2020__ERS3967703__bin.6.fa	0.3849	0.3435	99.79	1.077	99.69-99.89	1.077	1.02-1.14	1	1.650	4891/7915	98.46	1	ERS3967703_k141_852
ERR4757825_trimmed_1.fastq.gz	LeechJ_2020__ERS3967706__bin.3.fa	0.3422	0.3665	99.86	0.958	99.74-99.96	0.958	0.91-1.01	1	1.575	5606/9505	98.31	0	ERS3967706_k141_98
ERR4757825_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_229__bin.10.fa	0.2068	0.1586	99.66	0.579	99.45-99.90	0.579	0.52-0.63	1	1.405	2668/6739	97.06	50	NODE_1_length_371145_cov_15.9998_ID_63609
ERR4757825_trimmed_1.fastq.gz	LeechJ_2020__ERS3967711__bin.14.fa	0.1430	0.1185	99.79	0.400	99.54-100.08	0.400	0.36-0.43	1	1.291	2248/7200	96.31	3	ERS3967711_k141_542
