Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR12227960_trimmed_1.fastq.gz	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072.fa	70.7757	74.6084	99.88	217.000	NA-NA	HIGH	NA-NA	217	190.431	8230/8532	99.88	24	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072_NZ_CP025136.1 Lactobacillus sakei strain WiKim0072 chromosome, complete genome
SRR12227960_trimmed_1.fastq.gz	KharnaiorP_2023__SRR22859379__bin.8.fa	20.5478	16.9399	99.46	63.000	NA-NA	HIGH	NA-NA	63	58.937	5769/6826	99.46	38	NODE_3_length_161229_cov_37.0000_ID_62026
SRR12227960_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	2.6632	2.8437	99.26	8.166	NA-NA	HIGH	NA-NA	8	8.166	7043/8865	99.26	31	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome
SRR12227960_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_229__bin.10.fa	2.3313	1.8941	99.94	7.148	NA-NA	HIGH	NA-NA	7	7.148	6616/6739	99.94	0	NODE_1_length_371145_cov_15.9998_ID_63609
SRR12227960_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_425__bin.9.fa	1.9736	1.9040	99.99	6.051	NA-NA	HIGH	NA-NA	6	6.051	8036/8063	99.99	0	NODE_1_length_598382_cov_75.9985_ID_32759
SRR12227960_trimmed_1.fastq.gz	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38.fa	1.4800	1.4892	98.97	4.538	NA-NA	HIGH	NA-NA	5	4.538	5802/8010	98.97	237	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38_NZ_CP017124.1 Lactobacillus curvatus strain WiKim38, complete genome
SRR12227960_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	0.1135	0.1832	99.06	0.348	98.83-99.33	0.348	0.32-0.37	1	1.210	3010/13589	95.25	27	NODE_1_length_274429_cov_22.9992_ID_7781
SRR12227960_trimmed_1.fastq.gz	LandisEA_2021__SRS5653333__bin.1.fa	0.0387	0.0497	98.14	0.119	97.22-99.18	0.119	0.08-0.15	1	1.131	674/10617	91.49	21	SRS5653333_k141_170
SRR12227960_trimmed_1.fastq.gz	MASTER_WP4_TEAGASC_1__TGS12-29__bin.6.fa	0.0259	0.0323	97.12	0.079	95.63-98.79	0.079	0.05-0.12	1	1.103	320/10372	89.39	0	TGS12-29_k141_701
SRR12227960_trimmed_1.fastq.gz	MASTER_WP4_UNINA_2__V-25.1__bin.1.fa	0.0221	0.0190	98.09	0.068	96.27-100.20	0.068	0.03-0.11	1	1.293	259/7120	89.86	8	V-25.1_k141_213
SRR12227960_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602150__bin.9.fa	0.0180	0.0216	96.01	0.055	93.81-97.02	0.055	0.04-0.11	1	0.961	178/10040	87.80	13	NODE_36_length_112572_cov_15.0000_ID_47355
SRR12227960_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811285__bin.2.fa	0.0103	0.0149	97.87	0.032	95.23-98.00	0.032	0.03-0.07	1	1.016	193/12113	87.50	1	NODE_1_length_1022137_cov_101.0084_ID_918
