Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
ERR2401482_trimmed_1.fastq.gz	ArikanM_2020__ERS1939580__bin.2.fa	36.8507	37.7025	99.98	1590.000	NA-NA	HIGH	NA-NA	1590	1574.750	12187/12275	99.98	69	ERS1939580_k141_163
ERR2401482_trimmed_1.fastq.gz	ArikanM_2020__ERS1939593__bin.5.fa	33.5597	30.2121	100.00	1448.000	NA-NA	HIGH	NA-NA	1448	1421.920	10648/10651	100.00	0	ERS1939593_k141_456
ERR2401482_trimmed_1.fastq.gz	MAG_148.fa	15.1343	12.2206	97.79	653.000	NA-NA	HIGH	NA-NA	653	816.017	4792/9570	97.79	4739	MAG_148_0
ERR2401482_trimmed_1.fastq.gz	GCF_011611525.1_ASM1161152v1_genomic.fa	14.0914	18.6678	98.14	608.000	NA-NA	HIGH	NA-NA	608	805.520	8435/15106	98.14	3556	GCF_011611525.1_ASM1161152v1_genomic_NZ_CP050139.1 Komagataeibacter rhaeticus strain ENS 9a1a chromosome, complete genome
ERR2401482_trimmed_1.fastq.gz	ArikanM_2020__ERS1875938__bin.4.fa	0.2775	1.0646	100.00	11.974	NA-NA	HIGH	NA-NA	12	11.974	45435/45470	100.00	0	ERS1875938_k141_393
ERR2401482_trimmed_1.fastq.gz	LeechJ_2020__ERS3967723__bin.17.fa	0.0216	0.0222	95.45	0.931	95.25-95.72	0.931	0.84-1.03	2	1.903	1833/12129	94.09	2953	ERS3967723_k141_31
ERR2401482_trimmed_1.fastq.gz	MAG_1.fa	0.0141	0.0444	99.77	0.607	99.68-99.87	0.607	0.59-0.62	1	1.354	15713/37139	97.26	2	MAG_1_0
ERR2401482_trimmed_1.fastq.gz	MAG_367.fa	0.0094	0.0128	98.29	0.406	98.11-98.53	0.406	0.37-0.43	1	1.239	3082/15774	94.87	307	MAG_367_0
ERR2401482_trimmed_1.fastq.gz	MAG_98.fa	0.0093	0.0120	99.51	0.403	99.32-99.73	0.403	0.36-0.43	1	1.223	4320/15158	96.03	7	MAG_98_0
ERR2401482_trimmed_1.fastq.gz	MAG_307.fa	0.0070	0.0086	99.58	0.301	99.32-99.80	0.301	0.28-0.33	1	1.175	3324/14571	95.34	4	MAG_307_0
ERR2401482_trimmed_1.fastq.gz	ArikanM_2020__ERS1939655__bin.3.fa	0.0057	0.0070	99.24	0.246	98.90-99.53	0.246	0.22-0.27	1	1.140	2464/14297	94.49	27	ERS1939655_k141_385
ERR2401482_trimmed_1.fastq.gz	MAG_52.fa	0.0040	0.0040	98.52	0.174	97.92-99.06	0.174	0.14-0.21	1	1.094	1186/11803	92.86	28	MAG_52_0
ERR2401482_trimmed_1.fastq.gz	MAG_34.fa	0.0040	0.0036	98.73	0.173	98.13-99.22	0.173	0.14-0.21	1	1.081	1130/10569	93.04	0	MAG_34_0
ERR2401482_trimmed_1.fastq.gz	MAG_308.fa	0.0031	0.0020	99.12	0.134	98.27-99.97	0.134	0.10-0.17	1	1.303	722/7497	92.73	2	MAG_308_0
ERR2401482_trimmed_1.fastq.gz	MAG_2.fa	0.0029	0.0085	97.23	0.126	96.60-97.74	0.126	0.11-0.15	1	1.061	1711/34381	90.77	44	MAG_2_0
ERR2401482_trimmed_1.fastq.gz	ArikanM_2020__ERS1939655__bin.10.fa	0.0021	0.0034	95.47	0.090	93.92-96.75	0.090	0.05-0.15	1	1.040	397/19430	88.21	8	ERS1939655_k141_32
ERR2401482_trimmed_1.fastq.gz	MAG_31.fa	0.0019	0.0026	98.89	0.082	97.90-99.71	0.082	0.06-0.11	1	1.046	915/16414	91.11	96	MAG_31_0
ERR2401482_trimmed_1.fastq.gz	MAG_37.fa	0.0013	0.0014	98.18	0.054	96.21-100.15	0.054	0.02-0.10	1	1.026	378/12621	89.30	1	MAG_37_0
