Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR27593224_trimmed_1.fastq.gz	LeechJ_xxxx__AF78__bin.4.fa	49.7612	33.8736	99.85	235.000	NA-NA	HIGH	NA-NA	235	239.630	7463/7826	99.85	0	AF78_k141_1694
SRR27593224_trimmed_1.fastq.gz	LeechJ_xxxx__AF26__bin.5.fa	10.1640	34.3043	100.00	48.000	NA-NA	HIGH	NA-NA	48	47.443	39187/39198	100.00	0	AF26_k141_169
SRR27593224_trimmed_1.fastq.gz	LeechJ_xxxx__AF51__bin.9.fa	9.1052	3.6087	99.58	43.000	NA-NA	HIGH	NA-NA	43	42.121	3888/4432	99.58	0	AF51_k141_148
SRR27593224_trimmed_1.fastq.gz	GCF_004014775.2_ASM401477v2_genomic.fa	7.6230	8.9021	97.54	36.000	NA-NA	HIGH	NA-NA	36	38.227	6067/13139	97.54	2983	GCF_004014775.2_ASM401477v2_genomic_NZ_CP042808.1 Acetobacter oryzoeni strain B6 chromosome, complete genome
SRR27593224_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_425__bin.9.fa	7.6230	5.2517	99.79	36.000	NA-NA	HIGH	NA-NA	36	35.913	7548/8063	99.79	1	NODE_1_length_598382_cov_75.9985_ID_32759
SRR27593224_trimmed_1.fastq.gz	FontanaF_2023__SRR20746839__bin.4.fa	5.0820	3.1815	99.16	24.000	NA-NA	HIGH	NA-NA	24	23.193	5643/7322	99.16	43	NODE_2_length_148631_cov_25.9785_ID_15265
SRR27593224_trimmed_1.fastq.gz	LeechJ_xxxx__AF49__bin.4.fa	2.8501	1.6880	98.61	13.460	NA-NA	HIGH	NA-NA	13	13.460	4450/6870	98.61	904	AF49_k141_27
SRR27593224_trimmed_1.fastq.gz	GCF_006740305.1_ASM674030v1_genomic.fa	2.4587	1.7395	99.04	11.612	NA-NA	HIGH	NA-NA	11	11.612	5784/7797	99.04	12	GCF_006740305.1_ASM674030v1_genomic_NZ_AP019750.1 Lactobacillus delbrueckii subsp. delbrueckii strain NBRC 3202 chromosome, complete genome
SRR27593224_trimmed_1.fastq.gz	PatroJN_2016__SRS1044731__bin.7.fa	1.1212	0.6649	98.30	5.295	NA-NA	HIGH	NA-NA	5	5.295	3985/6779	98.30	11	SRS1044731_k141_695
SRR27593224_trimmed_1.fastq.gz	YulandiA_2020__SRS6115052__bin.11.fa	0.9557	0.5587	97.99	4.513	NA-NA	HIGH	NA-NA	4	4.513	3551/6666	97.99	16	SRS6115052_k141_268
