Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
ERR11865451_trimmed_1.fastq.gz	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897.fa	44.7541	49.0150	98.63	100.000	NA-NA	HIGH	NA-NA	100	102.513	6630/10183	98.63	620	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897_NZ_LISZ01000065.1 Lactococcus lactis subsp. cremoris strain LMG6897 contig_0, whole genome shotgun sequence
ERR11865451_trimmed_1.fastq.gz	FontanaF_2023__SRR20746979__bin.3.fa	33.5656	26.3818	98.40	75.000	NA-NA	HIGH	NA-NA	75	79.130	4338/7154	98.40	385	NODE_10_length_61143_cov_28.9945_ID_1888
ERR11865451_trimmed_1.fastq.gz	MAG_15.fa	8.0557	9.8121	99.99	18.000	NA-NA	HIGH	NA-NA	18	17.937	11335/11359	99.99	0	MAG_15_0
ERR11865451_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	7.6082	7.2468	98.46	17.000	NA-NA	HIGH	NA-NA	17	16.775	5471/8865	98.46	8	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome
ERR11865451_trimmed_1.fastq.gz	FontanaF_2023__SRR20746866__bin.6.fa	1.8709	1.7653	99.13	4.181	NA-NA	HIGH	NA-NA	4	4.181	6659/8729	99.13	10	NODE_1_length_116121_cov_33.0000_ID_1072
ERR11865451_trimmed_1.fastq.gz	SalgadoTS_2021__SRR13801804__bin.3.fa	1.4426	1.4779	99.76	3.223	NA-NA	HIGH	NA-NA	3	3.223	8957/9652	99.76	0	NODE_1_length_182977_cov_70.9954_ID_2060
ERR11865451_trimmed_1.fastq.gz	MAG_501.fa	0.7955	0.8423	99.23	1.778	99.16-99.29	1.778	1.68-1.88	2	2.187	6659/9710	98.79	2	MAG_501_0
ERR11865451_trimmed_1.fastq.gz	MAG_S8.fa	0.6860	0.6074	99.27	1.533	99.16-99.35	1.533	1.44-1.63	2	1.935	5311/8185	98.61	38	MAG_S8_NODE_23_length_137624_cov_30.0706
ERR11865451_trimmed_1.fastq.gz	ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21.fa	0.5907	0.4814	97.54	1.320	97.45-97.70	1.320	1.21-1.39	2	1.840	2576/7507	96.61	85	ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21_NZ_LJIV01000001.1 Leuconostoc lactis strain WIKIM21 contig00001, whole genome shotgun sequence
ERR11865451_trimmed_1.fastq.gz	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44.fa	0.2889	1.6028	99.43	0.645	99.37-99.51	0.645	0.63-0.66	1	1.386	19598/49112	97.08	26	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44_CM006479.1 Saccharomyces cerevisiae strain beer044 chromosome I, whole genome shotgun sequence
ERR11865451_trimmed_1.fastq.gz	GCF_002276885.1_ASM227688v1_genomic.fa	0.2178	0.2515	99.73	0.487	99.54-99.92	0.487	0.45-0.52	1	1.377	3853/10692	96.76	149	GCF_002276885.1_ASM227688v1_genomic_NZ_NCXA01000099.1 Lentilactobacillus parakefiri strain KR NODE_100_length_1145_cov_335.802, whole genome shotgun sequence
ERR11865451_trimmed_1.fastq.gz	MASTER_WP4_UNINA_2__F-22__bin.7.fa	0.0697	0.3814	99.55	0.156	99.28-99.76	0.156	0.14-0.17	1	1.090	6359/50582	93.53	4	F-22_k141_163
ERR11865451_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2587__bin.9.fa	0.0542	0.1345	98.61	0.121	98.03-99.05	0.121	0.10-0.14	1	1.062	1702/23009	91.94	0	P2587_k141_467
