Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR13308525_trimmed_1.fastq.gz	GCF_000015385.1.fna	98.8868	98.7048	99.28	6198.000	NA-NA	HIGH	NA-NA	6198	5627.271	6208/7756	99.28	581	NC_010080.1 Lactobacillus helveticus DPC 4571, complete sequence
SRR13308525_trimmed_1.fastq.gz	GCF_000006865.1.fna	0.5584	0.6336	99.04	35.000	NA-NA	HIGH	NA-NA	35	33.517	7244/9757	99.04	12	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence
SRR13308525_trimmed_1.fastq.gz	GCF_009739535.1.fna	0.3829	0.4572	99.97	24.000	NA-NA	HIGH	NA-NA	24	23.417	10309/10398	99.97	0	NZ_CP029971.1 Lentilactobacillus kefiri strain DH5 chromosome, complete genome
SRR13308525_trimmed_1.fastq.gz	GCF_000214785.1.fna	0.1263	0.1426	99.56	7.915	NA-NA	HIGH	NA-NA	9	7.915	8414/9636	99.56	34	NC_015602.1 Lactobacillus kefiranofaciens subsp. kefiranofaciens, complete sequence
SRR13308525_trimmed_1.fastq.gz	GCF_000010825.1.fna	0.0180	0.0288	99.49	1.127	99.37-99.57	1.127	1.08-1.19	2	2.858	7569/13089	98.25	0	NC_013209.1 Acetobacter pasteurianus IFO 3283-01, complete sequence
SRR13308525_trimmed_1.fastq.gz	GCF_000010145.1.fna	0.0150	0.0151	98.33	0.940	98.17-98.51	0.940	0.87-1.00	1	1.554	3059/8356	96.81	31	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence
SRR13308525_trimmed_1.fastq.gz	GCF_000014485.1.fna	0.0059	0.0053	99.77	0.373	99.52-100.06	0.373	0.33-0.40	1	1.230	2243/7600	96.14	2	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence
SRR13308525_trimmed_1.fastq.gz	GCF_000014445.1.fna	0.0040	0.0040	98.65	0.251	98.21-99.07	0.251	0.21-0.28	1	1.152	1295/8862	93.98	7	NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete sequence
SRR13308525_trimmed_1.fastq.gz	GCF_018351295.1.fna	0.0017	0.0027	97.98	0.105	97.04-99.01	0.105	0.07-0.14	1	1.237	853/14497	91.27	62	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR13308525_trimmed_1.fastq.gz	GCF_000146045.2.fna	0.0010	0.0059	98.11	0.064	97.29-98.64	0.064	0.05-0.08	1	1.027	1709/49417	89.72	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
