Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR13308528_trimmed_1.fastq.gz	GCF_000015385.1.fna	98.2954	97.9684	99.57	5360.000	NA-NA	HIGH	NA-NA	5360	5223.724	6794/7756	99.57	23	NC_010080.1 Lactobacillus helveticus DPC 4571, complete sequence
SRR13308528_trimmed_1.fastq.gz	GCF_000014485.1.fna	0.8803	0.7859	99.56	48.000	NA-NA	HIGH	NA-NA	48	46.202	6634/7600	99.56	30	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence
SRR13308528_trimmed_1.fastq.gz	GCF_000006865.1.fna	0.6785	0.7688	99.71	37.000	NA-NA	HIGH	NA-NA	37	40.336	8905/9757	99.71	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence
SRR13308528_trimmed_1.fastq.gz	GCF_000146045.2.fna	0.0637	0.3707	99.38	3.471	NA-NA	HIGH	NA-NA	3	3.471	40726/49417	99.38	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR13308528_trimmed_1.fastq.gz	GCF_000214785.1.fna	0.0282	0.0318	99.30	1.537	99.20-99.37	1.537	1.46-1.63	2	2.007	6340/9636	98.66	567	NC_015602.1 Lactobacillus kefiranofaciens subsp. kefiranofaciens, complete sequence
SRR13308528_trimmed_1.fastq.gz	GCF_000010825.1.fna	0.0231	0.0369	99.13	1.259	99.02-99.21	1.259	1.21-1.33	2	2.814	7154/13089	98.07	0	NC_013209.1 Acetobacter pasteurianus IFO 3283-01, complete sequence
SRR13308528_trimmed_1.fastq.gz	GCF_009739535.1.fna	0.0154	0.0184	99.74	0.840	99.64-99.86	0.840	0.79-0.88	1	1.595	5492/10398	97.96	0	NZ_CP029971.1 Lentilactobacillus kefiri strain DH5 chromosome, complete genome
SRR13308528_trimmed_1.fastq.gz	GCF_000014525.1.fna	0.0052	0.0072	98.92	0.281	98.54-99.23	0.281	0.25-0.31	1	1.141	2137/11907	94.61	34	NC_008526.1 Lacticaseibacillus paracasei ATCC 334, complete sequence
SRR13308528_trimmed_1.fastq.gz	GCF_000014445.1.fna	0.0032	0.0032	99.00	0.176	98.27-99.50	0.176	0.15-0.21	1	1.106	1063/8862	93.39	7	NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete sequence
SRR13308528_trimmed_1.fastq.gz	GCF_000014465.1.fna	0.0027	0.0030	95.24	0.145	94.11-96.24	0.145	0.11-0.20	1	1.244	311/10002	89.41	16	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR13308528_trimmed_1.fastq.gz	GCF_018351295.1.fna	0.0025	0.0039	98.36	0.134	97.67-98.99	0.134	0.11-0.16	1	1.237	1144/14497	92.13	83	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR13308528_trimmed_1.fastq.gz	GCF_000056065.1.fna	0.0020	0.0018	97.42	0.109	95.98-98.42	0.109	0.08-0.17	1	1.048	377/7436	90.83	125	NC_008054.1 Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002, complete sequence
