Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
ERR4757821_trimmed_1.fastq.gz	GCF_000007525.1.fna	46.1895	46.0092	99.15	11.545	NA-NA	HIGH	NA-NA	11	11.545	7373/9595	99.15	0	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence
ERR4757821_trimmed_1.fastq.gz	GCA_014058685.1.fna	27.3217	23.4963	97.93	6.829	NA-NA	HIGH	NA-NA	6	6.829	4197/8025	97.93	266	CP059055.1 Lactobacillus johnsonii strain NCK2677 chromosome, complete genome
ERR4757821_trimmed_1.fastq.gz	GCF_000014545.1.fna	6.1666	7.0613	99.48	1.541	99.40-99.53	1.541	1.46-1.62	2	2.314	7013/10467	98.72	657	NC_008527.1 Lactococcus cremoris subsp. cremoris SK11, complete sequence
ERR4757821_trimmed_1.fastq.gz	GCF_018351295.1.fna	5.5183	8.1558	99.54	1.379	99.47-99.61	1.379	1.33-1.43	2	1.948	9415/14497	98.62	5	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
ERR4757821_trimmed_1.fastq.gz	GCF_000006865.1.fna	5.0433	5.2577	99.79	1.261	99.71-99.86	1.261	1.21-1.32	2	2.064	6566/9757	98.73	14	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence
ERR4757821_trimmed_1.fastq.gz	GCF_000014485.1.fna	4.8114	3.9528	99.94	1.203	99.83-100.01	1.203	1.15-1.27	2	1.837	5218/7600	98.79	0	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence
ERR4757821_trimmed_1.fastq.gz	GCA_000014425.1.fna	1.1998	1.0017	98.82	0.300	98.41-99.28	0.300	0.25-0.34	1	2.022	1388/7578	94.67	1	CP000413.1 Lactobacillus gasseri ATCC 33323, complete genome
ERR4757821_trimmed_1.fastq.gz	GCF_000014445.1.fna	0.8910	0.8150	98.36	0.223	97.88-98.77	0.223	0.19-0.26	1	1.148	1058/8862	93.37	19	NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete sequence
ERR4757821_trimmed_1.fastq.gz	GCF_018289135.1.fna	0.7250	2.0954	95.25	0.181	94.65-95.68	0.181	0.15-0.21	1	1.133	994/27084	89.89	0	NZ_CP072216.1 Bacteroides xylanisolvens strain CL11T00C03 chromosome, complete genome
ERR4757821_trimmed_1.fastq.gz	GCF_000014465.1.fna	0.6929	0.7146	98.74	0.173	98.18-99.29	0.173	0.14-0.21	1	1.140	1075/10002	93.06	9	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
ERR4757821_trimmed_1.fastq.gz	GCF_000014525.1.fna	0.4753	0.6126	95.77	0.119	94.55-97.18	0.119	0.07-0.17	1	1.415	357/11907	89.30	32	NC_008526.1 Lacticaseibacillus paracasei ATCC 334, complete sequence
ERR4757821_trimmed_1.fastq.gz	GCF_000026405.1.fna	0.4014	0.3355	97.29	0.100	96.05-98.58	0.100	0.06-0.15	1	1.194	325/7943	90.20	44	NC_010471.1 Leuconostoc citreum KM20, complete sequence
ERR4757821_trimmed_1.fastq.gz	GCF_000016825.1.fna	0.3687	0.3249	96.45	0.092	95.14-98.28	0.092	0.05-0.14	1	1.071	239/8055	89.27	4	NC_009513.1 Limosilactobacillus reuteri subsp. reuteri, complete sequence
ERR4757821_trimmed_1.fastq.gz	GCF_000220885.1.fna	0.1952	0.1671	97.29	0.049	94.94-98.65	0.049	0.03-0.10	1	1.028	178/8332	88.33	14	NC_017215.1 Bifidobacterium animalis subsp. lactis CNCM I-2494, complete sequence
