Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
ERR4757855_trimmed_1.fastq.gz	GCF_018351295.1.fna	78.7158	83.7633	99.61	38.000	NA-NA	HIGH	NA-NA	38	39.919	12844/14497	99.61	12	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
ERR4757855_trimmed_1.fastq.gz	GCF_000007525.1.fna	6.4024	4.5917	98.91	3.091	NA-NA	HIGH	NA-NA	3	3.091	6832/9595	98.91	0	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence
ERR4757855_trimmed_1.fastq.gz	GCF_000014525.1.fna	3.8103	3.5355	99.52	1.839	99.46-99.58	1.839	1.76-1.92	2	2.492	8652/11907	98.98	20	NC_008526.1 Lacticaseibacillus paracasei ATCC 334, complete sequence
ERR4757855_trimmed_1.fastq.gz	GCF_000014465.1.fna	3.7051	2.7512	99.76	1.789	99.69-99.81	1.789	1.71-1.88	2	2.499	7735/10002	99.17	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
ERR4757855_trimmed_1.fastq.gz	GCF_000006865.1.fna	3.1135	2.3370	98.91	1.503	98.82-98.98	1.503	1.42-1.59	2	2.117	5405/9757	98.11	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence
ERR4757855_trimmed_1.fastq.gz	GCA_014058685.1.fna	2.9104	1.8021	98.06	1.405	97.94-98.18	1.405	1.29-1.50	2	1.962	3298/8025	97.17	1	CP059055.1 Lactobacillus johnsonii strain NCK2677 chromosome, complete genome
ERR4757855_trimmed_1.fastq.gz	GCF_009739535.1.fna	0.5194	0.4102	96.14	0.251	95.34-97.05	0.251	0.18-0.33	2	3.509	743/10398	91.84	27	NZ_CP029971.1 Lentilactobacillus kefiri strain DH5 chromosome, complete genome
ERR4757855_trimmed_1.fastq.gz	GCF_000014445.1.fna	0.5109	0.3365	99.26	0.247	98.88-99.65	0.247	0.22-0.28	1	1.153	1544/8862	94.52	23	NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete sequence
ERR4757855_trimmed_1.fastq.gz	GCF_018289135.1.fna	0.1933	0.4022	95.98	0.093	95.07-96.87	0.093	0.07-0.12	1	1.053	676/27084	88.78	0	NZ_CP072216.1 Bacteroides xylanisolvens strain CL11T00C03 chromosome, complete genome
ERR4757855_trimmed_1.fastq.gz	GCF_000014485.1.fna	0.1189	0.0704	98.01	0.057	95.70-100.09	0.057	0.03-0.11	1	1.203	231/7600	89.34	19	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence
